title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"2-комн. кв., 43 м2",Бишкек,$ 39 000,3 307 200 сом,$ 907/м2,76 912 сом/м2,Добавлено 12 дней назад,Поднято 13 часов назад,66,от агента,кирпичный,4 этаж из 11,,43 м2,,индивид. планировка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 2-х комнатная квартира-студия,на Гоголя/Чуйкова
Общая площадь-43м2
Этаж-4/11
Всё коммуникации центральные, всё подключено
Техпаспорт на руках
Квартира с ремонтом, мебель остается частично.

Цена-39000долл.
","""42.8651""","""74.6148""",https://www.house.kg/details/9948901604c97e58a8c54-94169261
"3-комн. кв., 62 м2",Бишкек,$ 52 000,4 409 600 сом,$ 839/м2,71 123 сом/м2,Добавлено 14 дней назад,Поднято 13 часов назад,70,от агента,панельный,2 этаж из 9,,62 м2,,105 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 3-комнатная Квартира в Юг-2
105 серия
Общая площадь-62м2
Этаж-2/9
Не угловая
Лоджия утеплена
Тихий район, всё в шаговой доступности, отличная транспортная развязка!
Цена: 52000$
Торг при осмотре
","""42.856""","""74.6233""",https://www.house.kg/details/87571666049ae0c6d20d8-46310091
"2-комн. кв., 43 м2","Бишкек, 6 м-н",$ 40 000,3 392 000 сом,$ 930/м2,78 884 сом/м2,Добавлено 6 дней назад,Поднято 13 часов назад,26,от агента,панельный,3 этаж из 4,,43 м2,,104 серия,центральное,требует ремонта,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2-комнатная Квартира в 6 мкр
104 серия
Общая площадь-43 м2
Этаж-3/4
Не угловая
Балкон/Застеклен
Частично мебель
Тихий район, всё в шаговой доступности.
Цена: 40.000$
Торг при осмотре
","""42.8249""","""74.627""",https://www.house.kg/details/7346702605442c0008678-22996808
"2-комн. кв., 46 м2",Бишкек,$ 39 500,3 349 600 сом,$ 859/м2,72 817 сом/м2,Добавлено 6 дней назад,Поднято 13 часов назад,34,от агента,кирпичный,2 этаж из 5,,46 м2,,индивид. планировка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2-комнатная Квартира на Манаса/Боконбаева
Индивидуальный проект
Общая площадь-46 м2
Этаж-2/5
Не угловая
Балкон/Застеклен
Частично мебель
Тихий район, всё в шаговой доступности.
Цена: 39.500$
Торг при осмотре
","""42.8678""","""74.5875""",https://www.house.kg/details/612244560543d1b060388-78426983
"2-комн. кв., 90 м2",Бишкек,$ 71 000,6 020 800 сом,$ 789/м2,66 898 сом/м2,Добавлено 7 дней назад,Поднято 13 часов назад,32,от агента,кирпичный,9 этаж из 10,,90 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 2-х комнатную квартиру на Орозбекова/Боконбаева
Застройщик - СК ""Бишкек Курулуш""
Общая площадь-90м2.
Тип строения-кирпич
Этаж-9/10
Тех паспорт на руках
Охраняемая территория+камеры!
Квартира очень тёплая и уютная
Частично с мебелью
Все центральные коммуникации!

Цена: 71000$
","""42.8674""","""74.6023""",https://www.house.kg/details/6868740605430c0df25b0-96809819
"2-комн. кв., 73 м2",Бишкек,$ 56 000,4 748 800 сом,$ 767/м2,65 052 сом/м2,Добавлено 7 дней назад,Поднято 13 часов назад,46,от агента,кирпичный,4 этаж из 9,,73 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 2-х комнатная квартира ,в элитном доме, на Боконбаева/Панфилова
Застройщик-СК ""Памир строй""
Общая площадь-73м2
Этаж-4/9
Все коммуникации центральные
Тех паспорт есть
Состояние ПСО
Тихий район,с развитой инфраструктурой:школа, детские сады, гипермаркет  и т.д.
Имеется огороженная территория, видеонаблюдение,детская площадка
Цена-56000долл.
","""42.8666""","""74.6""",https://www.house.kg/details/958577360533b7d5c3898-03460902
"1-комн. кв., 48 м2",Бишкек,$ 37 000,3 137 600 сом,$ 771/м2,65 367 сом/м2,Добавлено 1 месяц назад,Поднято 13 часов назад,208,от агента,кирпичный,8 этаж из 10,,48 м2,,106 серия улучшенная,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
1 комната
48 кв 
8 из 10 
Новостройка 
108 серия 
С ремонтом 
Душанбинская Магистраль / выше школы Cambridge 
Застройщик Делюр 
Не угловая 
Цена 37000 $
","""42.8302""","""74.5917""",https://www.house.kg/details/3596877602500638ce443-28162062
"3-комн. кв., 62 м2",Бишкек,$ 49 800,4 223 040 сом,$ 803/м2,68 114 сом/м2,Добавлено 7 дней назад,Поднято 13 часов назад,55,от агента,панельный,3 этаж из 5,,62 м2,,105 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаётся 3-комнатная квартира,105-серии,на
Московской/Гоголя.
Общая площадь-67м2
Этаж-3/5, неугловая
Дом утеплён, двор огорожен, детская площадка, парковка.
В шаговой доступности детские сады, магазины, школа, аптеки, супермаркеты.  Мебель частично остаётся.

Цена-49800$
","""42.869""","""74.6205""",https://www.house.kg/details/301550260530ae5904797-25677099
"3-комн. кв., 62 м2",Бишкек,$ 59 000,5 003 200 сом,$ 952/м2,80 697 сом/м2,Добавлено 7 дней назад,Поднято 13 часов назад,45,от агента,панельный,2 этаж из 9,,62 м2,,105 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 3-комнатная Квартира на Тоткогула/Карпинка
105 серия
Общая площадь-62 м2
Этаж-2/9
Не угловая
Лоджия/Утеплена
Частично мебель
Тихий район, всё в шаговой доступности.
Цена: 59.000$
Торг при осмотре
","""42.8661""","""74.6238""",https://www.house.kg/details/4509196605309ac92db98-96429670
"1-комн. кв., 32 м2","Бишкек, 6 м-н",$ 31 500,2 671 200 сом,$ 984/м2,83 475 сом/м2,Добавлено 7 дней назад,Поднято 13 часов назад,55,от агента,панельный,3 этаж из 4,,32 м2,,104 серия,центральное,хорошее,,,совмещенный,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся  1 комнатная квартира в 6 мкр
104 серия
Общая площадь- 32м2
Этаж-3/4
Не угловая 
Лоджия Застекленная
Хорошее состояние 
Вся инфраструктура в шаговой доступности 
Удобная транспортная развязка 
Цена: 31500$
","""42.8245""","""74.6263""",https://www.house.kg/details/14985066052ec74a43415-31467964
"3-комн. кв., 135 м2","Бишкек, уметалиева 98/рыскулова",$ 155 000,13 144 000 сом,$ 1 148/м2,97 363 сом/м2,Добавлено 2 месяца назад,Поднято 13 часов назад,247,от агента,"монолитный, 2016 г.",8 этаж из 10,,135 м2,,элитка,центральное,евроремонт,,,раздельный,,,,,,,,,,,домофон,,,3 м.,"кладовка,                                             тихий двор",есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаётся 3х комнатная квартира в Илим+
Застройщик «Авангард Стиль»

Общая квадратура 135 м2
Этаж 8 из 10
Адрес: Уметалиева 98/ Рыскулова
Дом сдан в эксплуатацию - 2018 год

ПРЕИМУЩЕСТВА:  Новый дом
                                    Евроремонт + мебели
                                    Монолитно- кирпичная конструкция здания
                                    Центральное отопление
                                    Высокие потолки
                                    Горячее холодное водоснабжение
                                    Сан узлы отдельно
                                    Вместительные кладовые
                                    Просторные подьезды
                                    Тихий двор
                                    Детская игровая площадка
                                    Охраняемая зона

РАССМАТРИВАЕМ обмен на авто или вторичное жилье + доплата , так же есть возможность рассрочки с удобным графиком для вас !!!

По всем вопросам обращайтесь по номеру: 0999022128
","""42.8788""","""74.581""",https://www.house.kg/details/3218892600e41e82372a5-71095765
"Коммерческая недвижимость, 147 м2","Бишкек, Магистраль",$ 220 500,18 698 400 сом,$ 1 500/м2,127 200 сом/м2,Добавлено 29 дней назад,Поднято 13 часов назад,110,от собственника,"кирпичный, 2022 г.",,1,147 м2,,,автономное,под самоотделку (псо),,,,,,,,,,,,,,охрана,,,3 м.,,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаются офисы в ЖК Авангард Сити 
Застройщик «Авангард Стиль»

№3 офис - 147м2
№4 офис - 131м2
№11 офис 237м2

Цена: 1500$ за м2
Адрес: район Южные Ворота 
Обьект будет сдан в эксплуатацию - 2022 год


ПРЕИМУЩЕСТВА: ПСО
Монолитно- кирпичная конструкция здания
Высокие потолки
Газификация
Горячее холодное водоснабжение
Автономное отопление (газ)
Бесшумные, скоростные лифты
Просторные подьезды
Система хранения велосипедов, колясок 
Детская игровая площадка
Безопасное напольное покрытие детской игровой зоны
Беговая велоспедная дорожка 
workOut площадки
Продуманная сиситема контроля доступа и безопасности
Обьекы торговли, сервиса и досуга

РАССМАТРИВАЕМ обмен на авто или вторичное жилье + доплата , так же есть возможность рассрочки с удобным графиком для вас !!!

По всем вопросам обращайтесь по номеру: 0999022128
","""42.8153""","""74.6059""",https://www.house.kg/details/82924616035e3a3c6a237-61052853
"1-комн. кв., 58 м2","Бишкек, 7 м-н",$ 47 000,3 985 600 сом,$ 810/м2,68 717 сом/м2,Добавлено 2 месяца назад,Поднято 13 часов назад,128,от агента,кирпичный,4 этаж из 12,,58 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаётся 1-комнатная.
Квартира с евроремонтом! 7 микрорайон. Застройщик «Мега сити »..
4/12
Дом утеплён, двор огорожен, детская площадка, парковка.
В шаговой доступности детские сады, магазины, школа, аптеки, супермаркеты. 
58м2
Кирпичный 
47,000$
","""42.8287""","""74.6179""",https://www.house.kg/details/14862466021115a077a40-33259172
"1-комн. кв., 39 м2","Бишкек, Восток-5 м-н",$ 32 000,2 713 600 сом,$ 821/м2,69 579 сом/м2,Добавлено 7 дней назад,Поднято 13 часов назад,34,от агента,панельный,8 этаж из 9,,39 м2,,106 серия улучшенная,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Подаётся 1-комнатная квартира в районе Восток-5
Серия:106 улучшенная 
39м2
Этаж 8/9
Отопление центральное
Сан/узел совмещенный
Балкон застекленный
Не угловая
Мебель частично остается
С документами все в порядке 
Район с развитой инфраструктурой, рядом детский сад,магазины, аптеки, школа и тд
Цена:32 000$
","""42.8726""","""74.6324""",https://www.house.kg/details/86023216052f88a99cf74-74273051
"4-комн. кв., 118 м2","Бишкек, К.Акиева-Жумабека",$ 73 160,6 203 968 сом,$ 620/м2,52 576 сом/м2,Добавлено 6 дней назад,Поднято 13 часов назад,43,от агента,"монолитный, 2020 г.",8 этаж из 10,,118 м2,,элитка,на газе,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Невероятно срочно!!🔥🔥🔥🔥 Продаю 4-х комнатную квартиру ПСО в элитном жилом комплексе ""Мурас"" в квадрате: Тимирязева-Калык-Акиева/Фрунзе-Иваницына. 118 м2 по тех паспорту, 8 этаж из 10, с планировкой ""сквозная"", окна выходят на Юг и Север, кирпичный дом со всеми центральными коммуникациями, отопление из собственной газовой котельной, дом сдан, тех паспорт имеется. Застройщик: СК Royal Construction. 
  Цена: 620$ за м2, ниже рыночной!!!
","""42.8833""","""74.5786""",https://www.house.kg/details/4624690605455de9acf00-86786632
"3-комн. кв., 64 м2","Бишкек, 6 м-н",$ 60 500,5 130 400 сом,$ 945/м2,80 163 сом/м2,Добавлено 6 дней назад,Поднято 13 часов назад,56,от агента,панельный,4 этаж из 9,,64 м2,,106 серия,центральное,хорошее,,,раздельный,,,,,,,,,,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Продаётся 3-комнатная+Сушилка Квартира в 6 мкр
106 серия
Общая площадь-52 м2
Этаж-4/9
Угловая
Лоджия/Утеплена
Вся мебель
Тихий район, всё в шаговой доступности.
Цена: 60.500$
Торг при осмотре
","""42.8236""","""74.626""",https://www.house.kg/details/585472160546669f2c532-43596088
"4-комн. кв., 173 м2","Бишкек, Исанова 25/Московская",$ 170 000,14 416 000 сом,$ 983/м2,83 329 сом/м2,Добавлено 23 дня назад,Поднято 13 часов назад,158,от агента,"кирпичный, 2009 г.",3 этаж из 7,,"173 м2, жилая: 99 м2",,элитка,центральное,евроремонт,есть,оптика,2 с/у и более,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,паркет,3.25 м.,"новая сантехника,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно!
Продается 4 комнатная элитка Московская-Исанова
При покупке все что на фото в подарок.
Подземный паркинг в подарок!

-S=173м
-3 этаж из 9
-3 санузла, джакузи ванна, заказывали с Италии.
-Очень дорогой евроремонт, все делалось для себя.
-Одноподъездный дом, 2 квартиры на площадке.
-Паркетный пол
- Все коммуникации центральные
- Удобная планировка
-Гардеробная + кладовка
- Можно установить беседку на крыше соседнего офиса который относится к дому.
Все в шаговой доступности Бишкек парк, школы, детские сады, аптеки и многое другое.
Можно заезжать и жить!
Цена 170 000$ 
0700 422 336
0550 422 336
","""42.8707""","""74.5915""",https://www.house.kg/details/3768138603e2dfff2a871-96081079
"1-комн. кв., 44 м2","Бишкек, 7 м-н",$ 39 000,3 307 200 сом,$ 886/м2,75 164 сом/м2,Добавлено 12 дней назад,Поднято 13 часов назад,73,от агента,кирпичный,3 этаж из 10,,44 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 1-комнатная квартира ПСО в 7-мкр.,ЖК""ЮГ-7,СК""Анилия"",44м2,3/10,окна выходят на восток,все коммуникации центральные, всё подключено, техпаспорт имеется,дом полностью заселён.Цена-39000долл.
","""42.8277""","""74.6211""",https://www.house.kg/details/1164976604c85bea20b12-32708355
"2-комн. кв., 52 м2","Бишкек, 12 м-н",$ 45 500,3 858 400 сом,$ 875/м2,74 200 сом/м2,Добавлено 6 дней назад,Поднято 13 часов назад,47,от агента,панельный,5 этаж из 9,,52 м2,,106 серия,центральное,хорошее,,,раздельный,лоджия,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2-комнатная Квартира в 12 мкр
106 серия
Общая площадь-52 м2
Этаж-5/9
Не угловая
Лоджия/Утеплена
Частично мебель
Тихий район, всё в шаговой доступности.
Цена: 45.500$
Торг при осмотре
","""42.8149""","""74.6365""",https://www.house.kg/details/740347060544bc7dc7046-22169487
"4-комн. кв., 75 м2","Бишкек, Пишпек ж/м",$ 53 000,4 494 400 сом,$ 707/м2,59 925 сом/м2,Добавлено 27 дней назад,Поднято 13 часов назад,158,от агента,"кирпичный, 1983 г.",4 этаж из 5,,75 м2,,индивид. планировка,центральное,хорошее,есть,adsl,раздельный,застекленный балкон,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,домофон,пустая,дерево,2.8 м.,"пластиковые окна,                                             новая сантехника,                                             встроенная кухня,                                             кладовка,                                             тихий двор,                                             удобно под бизнес",нет,нет,,"

                                    Описание от продавца                            
Дом расположен недалеко от пересечений улиц Кривоносова-Льва Толстого. В квартире сделан хороший ремонт, можно заезжать и жить. Два балкона полностью утеплены, старые окна заменены на новые пластиковые окна. Квартира рассчитана на большую семью с детьми, так как в 100 метрах от дома расположена школа №44 и детский сад. Просторная кухня и немаленький стол дают возможность спокойно посидеть и покушать всей семье.
В шаговой доступности магазины, остановки, парк Пишпек.
Удобная транспортная развязка!
Заезжай и живи!
","""42.8643""","""74.5457""",https://www.house.kg/details/1072795603884e846bf06-90729995
"4-комн. кв., 118 м2","Бишкек, К.Акиева-Жумабека",$ 73 160,6 203 968 сом,$ 620/м2,52 576 сом/м2,Добавлено 6 дней назад,Поднято 13 часов назад,45,от агента,"монолитный, 2020 г.",8 этаж из 10,,118 м2,,элитка,на газе,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Невероятно срочно!!🔥🔥🔥🔥 Продаю 4-х комнатную квартиру ПСО в элитном жилом комплексе ""Мурас"" в квадрате: Тимирязева-Калык-Акиева/Фрунзе-Иваницына. 118 м2 по тех паспорту, 8 этаж из 10, с планировкой ""сквозная"", окна выходят на Юг и Север, кирпичный дом со всеми центральными коммуникациями, отопление из собственной газовой котельной, дом сдан, тех паспорт имеется. Застройщик: СК Royal Construction. 
  Цена: 620$ за м2, ниже рыночной!!!
","""42.8833""","""74.5786""",https://www.house.kg/details/4624690605455de9acf00-86786632
"3-комн. кв., 64 м2","Бишкек, 6 м-н",$ 60 500,5 130 400 сом,$ 945/м2,80 163 сом/м2,Добавлено 6 дней назад,Поднято 13 часов назад,58,от агента,панельный,4 этаж из 9,,64 м2,,106 серия,центральное,хорошее,,,раздельный,,,,,,,,,,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Продаётся 3-комнатная+Сушилка Квартира в 6 мкр
106 серия
Общая площадь-52 м2
Этаж-4/9
Угловая
Лоджия/Утеплена
Вся мебель
Тихий район, всё в шаговой доступности.
Цена: 60.500$
Торг при осмотре
","""42.8236""","""74.626""",https://www.house.kg/details/585472160546669f2c532-43596088
"4-комн. кв., 173 м2","Бишкек, Исанова 25/Московская",$ 170 000,14 416 000 сом,$ 983/м2,83 329 сом/м2,Добавлено 23 дня назад,Поднято 13 часов назад,160,от агента,"кирпичный, 2009 г.",3 этаж из 7,,"173 м2, жилая: 99 м2",,элитка,центральное,евроремонт,есть,оптика,2 с/у и более,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,паркет,3.25 м.,"новая сантехника,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно!
Продается 4 комнатная элитка Московская-Исанова
При покупке все что на фото в подарок.
Подземный паркинг в подарок!

-S=173м
-3 этаж из 9
-3 санузла, джакузи ванна, заказывали с Италии.
-Очень дорогой евроремонт, все делалось для себя.
-Одноподъездный дом, 2 квартиры на площадке.
-Паркетный пол
- Все коммуникации центральные
- Удобная планировка
-Гардеробная + кладовка
- Можно установить беседку на крыше соседнего офиса который относится к дому.
Все в шаговой доступности Бишкек парк, школы, детские сады, аптеки и многое другое.
Можно заезжать и жить!
Цена 170 000$ 
0700 422 336
0550 422 336
","""42.8707""","""74.5915""",https://www.house.kg/details/3768138603e2dfff2a871-96081079
