title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"1-комн. кв., 50 м2","Бишкек, пр. Мира 299/7",$ 46 000,3 900 800 сом,$ 920/м2,78 016 сом/м2,Добавлено 3 месяца назад,Поднято 2 дня назад,687,от агента,"монолитный, 2020 г.",2 этаж из 12,,50 м2,,элитка,,черновая отделка,,,,,,,,,,,,,,,,,3.1 м.,,нет,нет,,"

                                    Описание от продавца                            
Продается одномнатная квартира в жилом комплексе ""Диплома"",премимум класса ""Royal Construtction""!
Дом находится в одном из самых престижных и благоустренных районов г.Бишкек,на углу проспекта Ч.Айтматова и ул.Ы.Абдрахманова,
который явлется уникальной эко зоной.
этаж:2/10
площадь:56 m2
все коммуникации центральные,дом завершен и сдан в эксплуатацию.
Тех паспорт на руках.
Условия:
*Подземный паркинг.
*Бесшумные лифты.
*Центральная канализация.
*Теплоизоляция наружных стен.
*Стальные подъездные двери.
*Полная газификация дома.
*Игровая детская площадка.
*Гостевая стоянка.
*Горячее-холодное водоснабжение.
*Высокоскоростной интернет во всем комплексе.
*Автономное двухконтурное отопление с возможностью индивидуальной регулировки.
цена:850$ за m2,цена окончательная.
телефоны:
0700505133(звонки и WhatsApp)
0999133505(звонки и WhatsApp)
","""42.8228""","""74.5841""",https://www.house.kg/details/76462105ff8711acc7b95-86151001,
"5-комн. кв., 88 м2","Бишкек, Манаса/Токтогула",$ 97 000,8 225 600 сом,$ 1 102/м2,93 473 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,132,от агента,"кирпичный, 1959 г.",3 этаж из 3,,"88 м2, жилая: 62 м2, кухня: 8 м2",,сталинка,центральное,хорошее,есть,adsl,2 с/у и более,балкон,бронированная,гараж,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             кодовый замок",полностью меблирована,дерево,3 м.,"пластиковые окна,                                             кондиционер,                                             кладовка,                                             тихий двор",,,обмен не предлагать,"

                                    Описание от продавца                            
угловая сталинка 3этаж из 3, 88м2, 2с/у, 2балкона, хор.сост.
","""42.8729""","""74.5874""",https://www.house.kg/details/5647860601e33a5385b85-17891663,
"2-комн. кв., 42 м2","Бишкек, Кольбаева",$ 28 000,2 374 400 сом,$ 667/м2,56 533 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,169,от агента,кирпичный,2 этаж из 2,,42 м2,,хрущевка,центральное,хорошее,,,,нет,,,,,,,,,,,,,,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
угловая хрущ 2этаж из 2
","""42.8788""","""74.6569""",https://www.house.kg/details/765179600e9082a78740-33023177,
"4-комн. кв., 117 м2","Бишкек, Чокморова/К.Акиева",$ 103 000,8 734 400 сом,$ 880/м2,74 653 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,219,от агента,кирпичный,5 этаж из 8,,117 м2,,элитка,центральное,евроремонт,,,2 с/у и более,лоджия,,,,,,,,,,,,,,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
угловая 117м2 2с/у 3лоджии
","""42.8696""","""74.5757""",https://www.house.kg/details/85556395ffc0af9ddc032-20548373,
"3-комн. кв., 58 м2","Бишкек, Огонбаева/Гоголя",$ 45 000,3 816 000 сом,$ 776/м2,65 793 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,223,от агента,панельный,4 этаж из 5,,58 м2,,104 серия,центральное,хорошее,есть,adsl,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,линолеум,,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
не угловая, лоджия, 4этаж из 5, с рем/м
","""42.8775""","""74.6203""",https://www.house.kg/details/41094935fffe44e3134d9-11383421,
"3-комн. кв., 56 м2","Бишкек, Тойгонбаева/Адышева",$ 32 500,2 756 000 сом,$ 580/м2,49 214 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,191,от агента,кирпичный,3 этаж из 4,,56 м2,,хрущевка,центральное,,,,,,,,,,,,,,,,,,,,нет,нет,обмен не предлагать,,"""42.8619""","""74.5448""",https://www.house.kg/details/57407886005139b3a7145-91820943,
"2-комн. кв., 42 м2","Бишкек, пр.Чуй",$ 30 000,2 544 000 сом,$ 714/м2,60 571 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,223,от агента,кирпичный,1 этаж из 4,,42 м2,,хрущевка,центральное,среднее,,,,,,,,,,,,,,,,,,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
углов, хрущ, 1этаж
","""42.8753""","""74.6217""",https://www.house.kg/details/1824077600bd903d63547-68380188,
"1-комн. кв., 29 м2","Бишкек, Кольбаева",$ 21 000,1 780 800 сом,$ 724/м2,61 407 сом/м2,Добавлено 3 месяца назад,Поднято 2 дня назад,380,от агента,кирпичный,1 этаж из 3,,29 м2,,хрущевка,центральное,требует ремонта,,,,,,,,,,,,,,,,,,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
не угловая 29м2 1этаж из 3
","""42.8788""","""74.6574""",https://www.house.kg/details/4460715fe028e2715a90-68961319,
"1-комн. кв., 34 м2","Бишкек, Аламедин-1 м-н, мкр. Аламедин1",$ 26 500,2 247 200 сом,$ 779/м2,66 094 сом/м2,Добавлено 4 месяца назад,Поднято 2 дня назад,316,от агента,панельный,5 этаж из 9,,34 м2,,105 серия,центральное,среднее,,,совмещенный,лоджия,,,,,,,,,,,,,,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
не угловая лоджия из кухни
","""42.8748""","""74.6901""",https://www.house.kg/details/55962205fc9cf74701504-65950194,
"2-комн. кв., 55 м2","Бишкек, Советская/Московская",$ 48 000,4 070 400 сом,$ 873/м2,74 007 сом/м2,Добавлено 10 месяцев назад,Поднято 2 дня назад,660,от агента,кирпичный,3 этаж из 3,,55 м2,,сталинка,центральное,хорошее,,adsl,совмещенный,балкон,бронированная,,,,,,,магистральный,,домофон,,паркет,,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             удобно под бизнес",нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
не угловая 55м2 сталинка комн/прох. 3этаж из 3, балкон из спальни
","""42.8698""","""74.6117""",https://www.house.kg/details/30197115ed750d235f877-65915176,
"2-комн. кв., 55 м2","Бишкек, Советская/Московская",$ 48 000,4 070 400 сом,$ 873/м2,74 007 сом/м2,Добавлено 10 месяцев назад,Поднято 2 дня назад,662,от агента,кирпичный,3 этаж из 3,,55 м2,,сталинка,центральное,хорошее,,adsl,совмещенный,балкон,бронированная,,,,,,,магистральный,,домофон,,паркет,,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             удобно под бизнес",нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
не угловая 55м2 сталинка комн/прох. 3этаж из 3, балкон из спальни
","""42.8698""","""74.6117""",https://www.house.kg/details/30197115ed750d235f877-65915176,
"2-комн. кв., 42 м2","Бишкек, Малдыбаева/Ахунбаева",$ 36 000,3 052 800 сом,$ 857/м2,72 686 сом/м2,Добавлено 1 месяц назад,Поднято 2 дня назад,81,от агента,кирпичный,2 этаж из 4,,42 м2,,хрущевка,центральное,среднее,,,совмещенный,балкон,,,,,,,,,,,,,,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
не угловая балкон 2этаж из 4
","""42.8453""","""74.6209""",https://www.house.kg/details/628844760265ba385c1f3-08015122,
"1-комн. кв., 46 м2","Бишкек, Коенкозова/Чуйкова",$ 34 500,2 925 600 сом,$ 750/м2,63 600 сом/м2,Добавлено 6 дней назад,Поднято 2 дня назад,38,от агента,"монолитный, 2020 г.",2 этаж из 10,,46 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
<ПРОДАЮ 1 КОМ КВАРТИРУ ПОД ПСО>
🖊 Расположение : Чуйкова/Коенкозова (в районе улиц Исанова/Боконбаева), 
🖊 Количество комнат : 1
🖋 Площадь : 46м2
🖋 Этаж : 2/10
🖋 Цена : 34.500$
🖋 Документы : ДДУ
🖋 Все коммуникаций центральные.
🖋 ЖК ""Эль-Классик,,
🖋 СК ""Elite house""

Все вопросы по тел:

📞 +996700066688
","""42.8654""","""74.5939""",https://www.house.kg/details/44354646054611135fed1-18109456,
"4-комн. кв., 133 м2","Бишкек, Панфилова 124",$ 147 000,12 465 600 сом,$ 1 105/м2,93 726 сом/м2,Добавлено 7 дней назад,Поднято 2 дня назад,62,от агента,"кирпичный, 2018 г.",3 этаж из 12,,133 м2,,элитка,центральное,евроремонт,,,,,,паркинг,,,,,,,,,полностью меблирована,,3 м.,,,есть,рассмотрю варианты,,"""42.8653""","""74.5997""",https://www.house.kg/details/55534006054301c464ef2-52075764,
"2-комн. кв., 64 м2","Бишкек, Керимбекова 13/1",$ 64 000,5 427 200 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 11 дней назад,Поднято 2 дня назад,67,от агента,"монолитный, 2013 г.",7 этаж из 11,,64 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,"домофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",полностью меблирована,ламинат,3 м.,,,,,"

                                    Описание от продавца                            
<ПРОДАЮ 2 КОМ КВАРТИРУ>
🖊 Расположение : Пр. Манаса/Боконбаева
🖊 Количество комнат : 2
🖋 Площадь : 64.7м2
🖋 Этаж : 7/10
🖋 Цена : 64.000$
🖋 Документы : Тех. Паспорт
🖋 Коммуникации все центральные,
🖋 СК ‘’Urbis Group,,

Все вопросы по тел:

📞 +996700066688
","""42.8672""","""74.5894""",https://www.house.kg/details/3289625604eeabee9ec53-72668029,
"2-комн. кв., 71 м2","Бишкек, ЦУМ, Суюмбаева/Токтогула 41",$ 46 500,3 943 200 сом,$ 655/м2,55 538 сом/м2,Добавлено 11 дней назад,Поднято 2 дня назад,31,от агента,кирпичный,8 этаж из 12,,71 м2,,элитка,центральное,под самоотделку (псо),,,,,,паркинг,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
ПРОДАЮ 2 КОМ КВАРТИРУ ПОД ПСО🏠🏠🏠
🖊 Расположение : Токтогула/Акматбека Суюмбаева
🖊 Количество комнат : 2
🖋 Площадь : 71.1м2
🖋 Этаж : 8/12
🖋 Цена : 46.500$
🖋 Документы : ДДУ
🖋 Коммуникации все центральные,
🖋 СК ‘’Semac,,

Все вопросы по тел:

📞 +996700066688
","""42.8709""","""74.6244""",https://www.house.kg/details/7514495604ee977272d39-54494817,
"2-комн. кв., 48 м2","Бишкек, Аламедин-1 м-н, Аламедин 85/рядом с Чолпон базар",$ 35 500,3 010 400 сом,$ 740/м2,62 717 сом/м2,Добавлено 6 дней назад,Поднято 2 дня назад,60,от агента,"панельный, 1975 г.",3 этаж из 5,,"48 м2, жилая: 29 м2, кухня: 8 м2",,105 серия,центральное,хорошее,,,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,домофон,частично меблирована,линолеум,2.8 м.,"пластиковые окна,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно продам! 2 к. кв. Аламедин-1. 105сер. 48м2. 35,5т.$
Продается в хорошем состоянии 2 к. кв,
На 3 этаже из 5, Не угловая!

У нас самый лучший двор с детской площадкой!
Двор огорожен, много цветов,
Жители все добропорядочные!
Отличный вариант для семьи с детьми!


Площадь 48 кв. метров,
Квартира в аккуратном состоянии,
Застекленная лоджия из спальни,
На 3 этаже из 5, восток/запад,
Окна выходят на солнечную сторону,


Кухонный гарнитур+ вытяжка,
Входят в стоимость квартиры,
Стены свежие обои, двери деревянные,
Турецкие пластиковые окна,
Санузлы раздельные, 100% кафель,

Коммуникации все центральные,
Квартира не требует вложений,
Заезжай и живи!

Очень хорошее расположение дома,
Отличная инфраструктура, в 2-х мин
Детсады, школа № 38, базар,
Супермаркет Фрунзе и т.д.


Просим: 35 500 $,
Звоните: 0507 49 56 65, 0558 80 83 60,
Покажу в течение 1-2 часов
","""42.8793""","""74.6826""",https://www.house.kg/details/539074605489658a5153-54472563,
"3-комн. кв., 58 м2","Бишкек, 4 м-н 35",$ 44 500,3 773 600 сом,$ 767/м2,65 062 сом/м2,Добавлено 14 дней назад,Поднято 2 дня назад,75,от агента,панельный,4 этаж из 4,,58 м2,,104 серия,центральное,хорошее,,,совмещенный,балкон,,,,,,,,,,,частично меблирована,линолеум,,"пластиковые окна,                                             неугловая,                                             тихий двор",,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 3- комнатную квартиру в Южных микрорайонах 🎉
Удобная локация, чистый воздух, все в шаговой доступности! 

🖊 количество комнат : 3
🖋 площадь : 58 м2
🖋 этаж : 4/4
🖋 цена : 44.300$
🖋 документы : тех.Паспорт
🖋 коммуникации центральные
🖋 серия : 104 
 

#недвижимость #недвижимостьбишкек #продаю #продаюквартиру #квартиранапродажу #элитка #квартирабишкек #продамбишкек
","""42.8366""","""74.6282""",https://www.house.kg/details/4103342604a3de8583d21-74667986,
"2-комн. кв., 73 м2","Бишкек, Абая 40",$ 73 000,6 190 400 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 4 дня назад,Поднято 2 дня назад,23,от агента,"монолитный, 2017 г.",8 этаж из 10,,73 м2,,элитка,,евроремонт,,,раздельный,,,,,,,,,,,,полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             тихий двор",,,,,"""42.8551""","""74.6026""",https://www.house.kg/details/1761487605816efe535a0-32313554,
"3-комн. кв., 95 м2","Бишкек, 12 м-н 20/2",$ 89 000,7 547 200 сом,$ 937/м2,79 444 сом/м2,Добавлено 4 дня назад,Поднято 2 дня назад,22,от агента,монолитный,10 этаж из 11,,95 м2,,элитка,центральное,евроремонт,,,2 с/у и более,застекленный балкон,бронированная,,,,,,,,,"домофон,                                             видеонаблюдение",частично меблирована,паркет,,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
ПРОДАЮ ШИКАРНУЮ 3-КОМНАТНУЮ КВАРТИРУ В ЮЖНЫХ МИКРОРАЙОНАХ 🏠🏠🏠
 Тихий район, транспортная развязка, развитая инфраструктура, чистый воздух✨✨
","""42.8145""","""74.6372""",https://www.house.kg/details/5936528605823b74c9673-80126783,
"3-комн. кв., 58 м2","Бишкек, 4 м-н 35",$ 44 500,3 773 600 сом,$ 767/м2,65 062 сом/м2,Добавлено 14 дней назад,Поднято 2 дня назад,77,от агента,панельный,4 этаж из 4,,58 м2,,104 серия,центральное,хорошее,,,совмещенный,балкон,,,,,,,,,,,частично меблирована,линолеум,,"пластиковые окна,                                             неугловая,                                             тихий двор",,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 3- комнатную квартиру в Южных микрорайонах 🎉
Удобная локация, чистый воздух, все в шаговой доступности! 

🖊 количество комнат : 3
🖋 площадь : 58 м2
🖋 этаж : 4/4
🖋 цена : 44.300$
🖋 документы : тех.Паспорт
🖋 коммуникации центральные
🖋 серия : 104 
 

#недвижимость #недвижимостьбишкек #продаю #продаюквартиру #квартиранапродажу #элитка #квартирабишкек #продамбишкек
","""42.8366""","""74.6282""",https://www.house.kg/details/4103342604a3de8583d21-74667986,
"2-комн. кв., 73 м2","Бишкек, Абая 40",$ 73 000,6 190 400 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 4 дня назад,Поднято 2 дня назад,25,от агента,"монолитный, 2017 г.",8 этаж из 10,,73 м2,,элитка,,евроремонт,,,раздельный,,,,,,,,,,,,полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             тихий двор",,,,,"""42.8551""","""74.6026""",https://www.house.kg/details/1761487605816efe535a0-32313554,
"3-комн. кв., 95 м2","Бишкек, 12 м-н 20/2",$ 89 000,7 547 200 сом,$ 937/м2,79 444 сом/м2,Добавлено 4 дня назад,Поднято 2 дня назад,24,от агента,монолитный,10 этаж из 11,,95 м2,,элитка,центральное,евроремонт,,,2 с/у и более,застекленный балкон,бронированная,,,,,,,,,"домофон,                                             видеонаблюдение",частично меблирована,паркет,,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             кладовка,                                             тихий двор",,,,"

                                    Описание от продавца                            
ПРОДАЮ ШИКАРНУЮ 3-КОМНАТНУЮ КВАРТИРУ В ЮЖНЫХ МИКРОРАЙОНАХ 🏠🏠🏠
 Тихий район, транспортная развязка, развитая инфраструктура, чистый воздух✨✨
","""42.8145""","""74.6372""",https://www.house.kg/details/5936528605823b74c9673-80126783,
