title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"Участок, 4 соток","Бишкек, Алтын-Ордо ж/м, Ж/м полицейский городок (Алтын-Ордо) 114/Улица горького ( Анкара )",$ 38 000,3 222 400 сом,,,Добавлено 12 дней назад,,1480,от собственника,,,,,4 соток,,,,,,,,,,"свет,                                             газ,                                             вода,                                             канализация",в городе,,,,,,,,,,"фундамент,                                             огорожен,                                             госакт,                                             все документы",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаётся  участок 4.2 соток с фундаментом для строительства жилья! Имеется газ, вода, электричество и цент.канализация. Все документы имеются. Участок полностью ограждён пескоблоком, имеется новый наружный туалет, навес и установлены новые раздвижные ворота!
Номер : 0220 20 19 94 W/A
0704 83 83 83 66, 0552 20 19 94, 0507 20 19 94
","""42.8511""","""74.6708""",https://www.house.kg/details/240138604ce53d48bb92-08715059,
"Участок, 2 соток","Бишкек, Пишпек ж/м, Лущихина/Крылова",$ 22 000,1 865 600 сом,,,Добавлено 8 дней назад,Поднято 14 часов назад,363,от собственника,,,,,2 соток,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю участок 2 сотки на Пишпеке. Отделяем огород от дома, заезд с гаража, рядом школа, ж/д больница, газ, свет, вода, ц/к по улице.
","""42.8607""","""74.5436""",https://www.house.kg/details/10940526052ddf2af4381-07496418,
"2-комн. кв., 48.6 м2","Бишкек, Тыныстанова 173/Боконбаева",$ 52 000,4 409 600 сом,$ 1 070/м2,90 733 сом/м2,Добавлено 37 секунд назад,,2,от агента,"кирпичный, 1975 г.",1 этаж из 5,,"48.6 м2, жилая: 29.5 м2, кухня: 6.8 м2",,индивид. планировка,центральное,хорошее,есть,,раздельный,лоджия,бронированная,,,,,,,магистральный,,,частично меблирована,ламинат,,,,,,"

                                    Описание от продавца                            
Продаётся 2-х комнатная квартира в центре, на Тыныстанова/Боконбаева, индивидуальный проект, 1этаж/5, окна пластиковые, стены-обои, пол ламинат, сан/узел кафель, телефон:0558911888
","""42.8988""","""74.5724""",https://www.house.kg/details/9734866605cc35c71c7e1-71630703,
"2-комн. кв., 42.6 м2","Бишкек, Баялинова/Молодая гвардия",$ 28 000,2 374 400 сом,$ 657/м2,55 737 сом/м2,Добавлено 14 минут назад,,6,от агента,"кирпичный, 1969 г.",3 этаж из 3,,"42.6 м2, жилая: 25.9 м2, кухня: 6.8 м2",,хрущевка,центральное,среднее,нет,,раздельный,балкон,деревянная,,,,,,,магистральный,,,,линолеум,,,,,,"

                                    Описание от продавца                            
Срочно продаётся 2-х комнатная квартира на Баялинова, 3этаж, дом кирпичный, телефон:0558911888
","""42.893""","""74.5751""",https://www.house.kg/details/5331046605cc05c7d8150-44350510,
"1-комн. кв., 35 м2","Бишкек, Район 4 гор. больницы",$ 26 500,2 247 200 сом,$ 757/м2,64 206 сом/м2,Добавлено 2 месяца назад,Поднято 23 минуты назад,254,от собственника,кирпичный,3 этаж из 5,,35 м2,,106 серия,,хорошее,есть,проводной,,лоджия,,,,,,,,,,,,,,,нет,нет,с доплатой продавца,"

                                    Описание от продавца                            
Продаю или меняю. 1 комнатную квартиру 35 м2 в кирпичном доме , 3й этаж из 5 , индивидуальный проект, район 4 гор. больницы. Меняю на 2х - 3х комнатную квартиру с доплатой. Продаю ( 26500 $).
Тел.: 0771-98-96-90 , 0312-21-14-58
WhatsApp нет , звонить только до 21:00.
","""42.8496""","""74.5424""",https://www.house.kg/details/4471575601ba45ab676b4-47378445,
"Дом, 6 и более комнат, 175.2 м2","Бишкек, Арча-Бешик ж/м, шералиева 200а/ленинский раюн",$ 125 000,10 600 000 сом,$ 713/м2,60 502 сом/м2,Добавлено 2 месяца назад,Поднято 26 минут назад,715,от собственника,"кирпичный, 2018 г.",,2,"175.2 м2, жилая: 175 м2, кухня: 35 м2",5 соток,,на газе,хорошее,нет,проводной,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,полностью меблирована,ламинат,3 м.,,,,обмен на авто,"

                                    Описание от продавца                            
продаю уютный дом в доме остаются всё
","""42.8373""","""74.5529""",https://www.house.kg/details/9490970600c8766870ac6-95730768,
"2-комн. кв., 48 м2","Бишкек, Исанова 22/1/Боконбаева",$ 34 000,2 883 200 сом,$ 708/м2,60 067 сом/м2,Добавлено 4 месяца назад,Поднято 35 минут назад,2036,от собственника,"кирпичный, 2020 г.",4 этаж из 10,,"48 м2, жилая: 46 м2, кухня: 20 м2",,элитка,центральное,под самоотделку (псо),возможно подключение,проводной,раздельный,балкон,металлическая,паркинг,,,,,,магистральный,,,пустая,,2.85 м.,,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 2-х комнатную студию квартиру. Исанова-Боконбаево. СК Элит Хаус. 4 этаж из 10. Все коммуникации центральные. Отопление Тэц. Звонить по указанным ниже контактам Обмен на авто рассмотрим с доплатой в нашу сторону!
Объект сдан под самоотделку и выдан ключ!
","""42.8653""","""74.593""",https://www.house.kg/details/21146435fcd1c4f7aa6c1-60493683,
"1-комн. кв., 33 м2","Бишкек, Пишпек ж/м, Льва Толстого/Осмонова",$ 22 500,1 908 000 сом,$ 682/м2,57 818 сом/м2,Добавлено 2 месяца назад,Поднято 35 минут назад,829,от собственника,"кирпичный, 1970 г.",3 этаж из 3,,"33 м2, жилая: 17 м2, кухня: 5 м2",,сталинка,центральное,среднее,нет,,совмещенный,балкон,металлическая,паркинг,,,,,,магистральный,,,пустая,дерево,3 м.,,,,,,"""42.8645""","""74.542""",https://www.house.kg/details/986943460161237efe107-74994245,
"1-комн. кв., 24 м2","Бишкек, Рабочий Городок, Тернопольская/Циолковского",$ 17 000,1 441 600 сом,$ 708/м2,60 067 сом/м2,Добавлено 2 месяца назад,Поднято 36 минут назад,983,от собственника,"кирпичный, 1970 г.",1 этаж из 5,,"24 м2, жилая: 15 м2, кухня: 6 м2",,малосемейка,центральное,среднее,нет,,совмещенный,нет,металлическая,паркинг,,,,,,возможно подключение,,"решетки на окнах,                                             домофон,                                             видеонаблюдение",пустая,дерево,2.3 м.,,,,,,"""42.8491""","""74.5426""",https://www.house.kg/details/2353966015fefd8ad678-33189438,
"2-комн. кв., 72 м2","Бишкек, Кок-Жар ж/м, Алма-Атинская 15/Ахунбаева",$ 38 800,3 290 240 сом,$ 539/м2,45 698 сом/м2,Добавлено 4 месяца назад,Поднято 36 минут назад,1173,от собственника,"монолитный, 2020 г.",3 этаж из 9,,"72 м2, жилая: 70 м2, кухня: 9 м2",,элитка,на газе,под самоотделку (псо),возможно подключение,adsl,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,,пустая,,3 м.,,,есть,,,"""42.846""","""74.6428""",https://www.house.kg/details/72082065fb6237f244770-74179420,
Гараж,"Бишкек, Учкун ж/м, Пр. Чуй 24",$ 708,60 000 сом,,,Добавлено 1 год назад,Поднято 36 минут назад,2712,от собственника,,,,,,,,,,,,,,,,,,,,,,,,,,,нет,есть,обмен на авто,"

                                    Описание от продавца                            
Срочно! Продается утепленный гараж в микрорайоне Учкун! 
Ориентир Пр.Чуй пер.ул.Ауэзова Цена 12000 сом. Есть торг! Удобный заезд! Охраняемая зона! Рассматривается обмен на авто!
Все вопросы по телефону, звонить с 10:00 до 20:00 ч. т. 0700873707 WhatsApp 0700873707
","""42.8699""","""74.6978""",https://www.house.kg/details/26702425e180e9a66aca2-98715695,шлакоблочный
"Дом, 2-комн., 35 м2","Бишкек, Азия Молл, 2 линия 2/Алтымышева",$ 85 000,7 208 000 сом,$ 2 429/м2,205 943 сом/м2,Добавлено 1 месяц назад,Поднято 38 минут назад,268,от собственника,"другое, 1973 г.",,1,35 м2,3.5 соток,,электрическое,хорошее,есть,оптика,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
В центре города (Азия Молл) на широкой улице продается полдома ( две комнаты, кухня, кафелированный санузел с душкабиной, окна с 3-слойным стеклопакетом) с отличным перспективным участком, площадь  по Красной книге 3,2 сот., по факту больше. Участок прямоугольной формы.
На участке стоит фундамент под строительство двух/ трех-этажного дома размером 10,5х8,5.
Все коммуникации, три фазы.
Цена 85000 долларов США.
Можем продать участок  отдельно за 50 000 долл. США.

Место можно использовать под бизнес.

Приветствуются варианты обмена, рассрочка.
Тел. 0706 122144
","""42.8566""","""74.5835""",https://www.house.kg/details/85339576035169e614014-59662297,
"3-комн. кв., 74 м2","Бишкек, 7 м-н 33",$ 65 500,5 554 400 сом,$ 885/м2,75 059 сом/м2,Добавлено 1 месяц назад,Поднято 40 минут назад,344,от собственника,монолитный,6 этаж из 9,,74 м2,,105 серия улучшенная,центральное,требует ремонта,,,,,,,,,,,,,,,,,,,нет,,обмен не предлагать,"

                                    Описание от продавца                            
Продается 3 ком квартира в 7 мкр напротив Бета сторес 2,105 серия, не угловая, 2 лоджии, этаж 6/9 + сушилка 
Одна лоджия выходит с зала, вторая со спальни. окна на восток и запад.
Квартира пустая. Состояние без ремонта.
Отличное расположение дома, рядом школы, детские сады, Орто сай базар, Космопарк, Бета сторес, Мегасити, Роддом, мечеть и многое другое все в шаговой доступности.

Двор отличный аккуратный ухоженный зелено цветы детские площадки, в доме домофон. есть место для парковки авто. 

Юридически чистый, документы на руках, Первый хозяин
без посредников
","""42.8308""","""74.6197""",https://www.house.kg/details/91392276032a265e89572-40894549,
"Участок, 8 соток","Бишкек, Арча-Бешик ж/м",$ 200 000,16 960 000 сом,,,Добавлено 2 дня назад,Поднято 42 минуты назад,50,от собственника,,,,,8 соток,,,,,,,,,,,в городе,,,,,,,,,,,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаем участок 8 соток под застройку. На территории имеется дом 108 м2, хозпостройки, подвал. Подведена канализация, водоснабжение, оптика, городской телефон. Газ ещё не успели протянуть, есть возможность. Участок расположен    по улице Айылчиева 67. Просим 200 000$ + небольшой торг. Телефон: 0550310312, собственник. Прошу обращаться только по существу.
","""42.831""","""74.5596""",https://www.house.kg/details/6571592605a13a1a2c536-12232872,
"1-комн. кв., 56 м2","Бишкек, ул. Масалиева, 43 / ул. Бакаева",$ 39 500,3 349 600 сом,$ 705/м2,59 814 сом/м2,Добавлено 4 месяца назад,Поднято 46 минут назад,598,от собственника,"монолитный, 2019 г.",4 этаж из 12,,56 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,3 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается 1 ком квартира , в строящемся доме.
ЗАСТРОЙЩИК ""Сапфир Строй"".
56,46 кв.м. ПСО.
ОКНА выходят на юго-запад.
Дом кирпичный.
Окна четырехкамерные стеклопакеты. Французского стиля.

Жилой комплекс ""Магистраль""
Район Масалиева (43А) / Бакаева.
С детской площадкой.

ЦЕНА 700$ за кв.м.
КОММУНИКАЦИИ: 
ОТОПЛЕНИЕ комбинированное- электричество и газ.
Канализация: центральное.

Этажи 4-5-6-7-8 из 12 . Любой на выбор.
Также на выбор есть и до квартиры с др. планировками и квадратурами.

Строительство завершается в 4 квартале 2020 года.

Фасад будет отделан сары ташем.
Первая линия по Южной МАГИСТРАЛИ.
Рядом огромное количество садиков, школ, магазинов,  супер маркеты и парки.

Транспортная развязка и инфраструктура развитая.

С чистых воздухом проблем нет, круглый год.

Сдача ПСО и в  эксплуатацию весна 2021 года.

В первом доме люди живут  уже давно.

ЦЕНА за квартиру: 
$ 39 500. Торг

Цена ниже застройщика и рыночной стоимости.

📞 0705400004
","""42.83""","""74.5774""",https://www.house.kg/details/36295225fc720dd7419b5-46084485,
"2-комн. кв., 76.36 м2","Бишкек, Южная Магистраль",$ 53 800,4 562 240 сом,$ 705/м2,59 746 сом/м2,Добавлено 5 месяцев назад,Поднято 47 минут назад,680,от собственника,"монолитный, 2020 г.",4 этаж из 12,,76.36 м2,,элитка,электрическое,под самоотделку (псо),,,,лоджия,бронированная,,,,,,,магистральный,,,,,3 м.,,,,с доплатой покупателя,"

                                    Описание от продавца                            
Продается 2 ком квартира студио, в строящемся доме.
ЗАСТРОЙЩИК ""Сапфир Строй"".
76,77 кв.м. ПСО.
ОКНА выходят на юго-запад.
Дом кирпичный.
Окна четырехкамерные стеклопакеты. Французского стиля.

Жилой комплекс ""Магистраль""
Район Масалиева (43А) / Бакаева.
С детской площадкой.

ЦЕНА 700$ за кв.м.
КОММУНИКАЦИИ: 
ОТОПЛЕНИЕ комбинированное- электричество и газ.
Канализация: центральное.

Этажи 4-5-6-7-8 из 12 . Любой на выбор.
Также на выбор есть и до квартиры с др. планировками и квадратурами.

Строительство завершается в 4 квартале 2020 года.

Фасад будет отделан сары ташем.
Первая линия по Южной МАГИСТРАЛИ.
Рядом огромное количество садиков, школ, магазинов,  супер маркеты и парки.

Транспортная развязка и инфраструктура развитая.

С чистых воздухом проблем нет, круглый год.

Сдача ПСО и в  эксплуатацию весна 2021 года.

В первом доме люди живут  уже давно.

ЦЕНА за квартиру: 
$ 53 800. Могу не много уступить.

Цена ниже застройщика и рыночной стоимости.

📞 0705400004
","""42.83""","""74.5774""",https://www.house.kg/details/25142645f87d65be0fee9-30936205,
"3-комн. кв., 88 м2",Бишкек,$ 75 000,6 360 000 сом,$ 852/м2,72 273 сом/м2,Добавлено 49 минут назад,,15,от агента,кирпичный,5 этаж из 10,,88 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 3 х комнатная квартира в золотом квадрате (центр) 
Адрес: - Исанова Боконбаева
Застройщик СК Кок-Таш
Общая  площадь: - 88 м²
Серия: - новостройка студия
Этаж: - 5/10
Лоджия: - застеклена
Санузел: - совмещённый
Коммуникации: - все центральные
Состояние: - евроремонт в классическом стиле
Документы: - техпаспорт на руках
Дополнительно: - В квартире остаётся вся встроенная мебель, посудомоечная машина, кондиционеры, пол с подогревом. Также рядом школа, детские сады, развитая инфраструктура, 
Цена: - 75000
Телефон: - 0508343499
","""42.8701""","""74.591""",https://www.house.kg/details/5090926605cb93ba593b7-22773377,
"Дом, 3-комн., 130 м2",Бишкек,$ 50 000,4 240 000 сом,$ 385/м2,32 615 сом/м2,Добавлено 51 минуту назад,,30,от собственника,другое,,1,130 м2,,,,хорошее,возможно подключение,adsl,раздельный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,частично меблирована,,,,есть,есть,,"

                                    Описание от продавца                            
Срочно продаётся дом в центре Бишкека. Район: Церковь, верх по БЧК
4 комнаты+кухня, коридор, половое отопление. Есть ГАЗ. Дом после недавнего ремонта
Площадь участка 6,5 сот. 
Во дворе также есть 6 комнат для сдачи квартирантам, ежемесячное получаем 30 000 сом. У квартирантов отдельный вход, вода, также туалет. Рассматриваем вариант оформления дома в ипотеку, через банк. Просим 50 000, торг уместен.
Площадь квартирантов 70 м2
Недостроеная баня, душ
Внутри туалет 
Отопление углем, можно подключить центральный газ 
Во дворе свободных 3,5 сот, место для 1 машины 
В огороде свои плоды вишни, разных сортов черешни, виноград, сливы, груши
Все документы есть, красная книга в том числе
","""42.8957""","""74.5934""",https://www.house.kg/details/5344063605cb8e5c32d09-37507532,
Гараж,"Бишкек, 7 м-н",$ 6 000,508 800 сом,,,Добавлено 1 час назад,,4,от собственника,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Гараж-бокс находится 7 микр.,в гаражном кооперативе ""Ак-Жол""на 1 этаже.Имеется боль

шой подвал размером в гараж(размеры гаража3х6),есть свет,вода и туалет на территории,охрана,видеонаблюдение круглосуточное.
","""42.8253""","""74.6178""",https://www.house.kg/details/3009550605cb453833ad8-32029009,кирпичный
"4-комн. кв., 78 м2","Бишкек, Московская 226/Калыка Акиева",$ 70 000,5 936 000 сом,$ 897/м2,76 103 сом/м2,Добавлено 1 месяц назад,Поднято 1 час назад,334,от собственника,"панельный, 1985 г.",9 этаж из 10,,78 м2,,индивид. планировка,центральное,,,проводной,раздельный,лоджия,металлическая,паркинг,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 4-комнатную квартиру, Московская, дом 226, пересекает Калыка Акиева.

Отличный район: в шаговой доступности школы, детсады, супермаркеты, кафе, транспорт.

Дом индивид.проекта (1985 года постройки).

Площадь 78,4 кв.метров и 2 лоджии (3,4 и 9,5 кв.м.) - в общем 91 кв.м.

Этаж 9/10. Санузел раздельный. Подъезд тихий, соседи хорошие, дружелюбные. 

Цена 70000 долларов - торг уместен. Посредникам не беспокоить. 0 500 65 89 20
","""42.8706""","""74.5768""",https://www.house.kg/details/836134360328d1d8a0a72-46998545,
"Участок, 5.35 соток","Бишкек, Лермонтова (7й дом от Жибек Жолу)/Свердловский район г.Бишкек",$ 43 000,3 646 400 сом,,,Добавлено 9 дней назад,Поднято 1 час назад,179,от собственника,,,,,5.35 соток,,,,,,,,,,"свет,                                             газ,                                             интернет,                                             вода,                                             телефон,                                             канализация",в городе,,,,,,,,,,"сад,                                             огорожен,                                             госакт,                                             удобно под коммерцию,                                             ровный,                                             удобный въезд,                                             все документы",,,,"

                                    Описание от продавца                            
Продаю участок 5,35 соток + маленький дом (под снос) по улице Лермонтова (7й дом от Жибек Жолу), Свердловский район г.Бишкек, Красная книга. Можно под бизнес. Коммуникации: э/энергия, газ, вода, канализация септик (по горпроекту в 2021 году будет прокладка центральной канализации). Небольшой сад: сливы, орешница, виноград, малина. Цена за участок 43000 долларов. Торг уместен. P.S. Стройматериал относится к участку. 0 550 771138
","""42.8897""","""74.6567""",https://www.house.kg/details/2676876051088a7a9c48-82913087,
"3-комн. кв., 70 м2",Бишкек/Чуй-Молодая Гвардия,$ 80 000,6 784 000 сом,$ 1 143/м2,96 914 сом/м2,Добавлено 8 месяцев назад,Поднято 1 час назад,1254,от собственника,кирпичный,3 этаж из 3,,70 м2,,сталинка,центральное,хорошее,есть,,совмещенный,,бронированная,паркинг,,,,,,,,кодовый замок,частично меблирована,дерево,3 м.,"пластиковые окна,                                             улучшенная,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",нет,нет,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю или меняю на  дом  3-х комнатную квартиру,теплая,светлая, большая, 70 кв.м.,тихий двор, вход по кодовому замку, новые пластиковые окна,деревянные полы с новым линолеумом,кондиционер.. большая и светлая кухня...т.0-702-40-36-56, 0-559-99-57-99  W/A  0-555-79-04-16
","""42.8775""","""74.575""",https://www.house.kg/details/46395465f131ebfa08a95-48858597,
