title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"Участок, 7 соток","Бишкек, с. Чон-Арык",$ 62 000,5 257 600 сом,,,Добавлено 6 месяцев назад,Поднято 1 день назад,1485,от собственника,,,,,7 соток,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю участок 
Район: Чон Арык (Государственная Резеденция)
Участок: 7 соток (в длину 57 метров, ширина 13)
Имеется природный газ, напор воды отличный проблем нет.
Есть прилегающий  участок 
напротив  участка,
можно использовать под паркинг, сад и прочее.
Чистый воздух и тишина гарантированно.
Транспортная развязка
До центра города 15 минут езды.
Так же есть Дом с ремонтом
3 спальни
+Кухня
+Зал
Для будущего строительства отличный вариант
Цена - $62000
Тел.- 0550900700,0221900900
","""42.7979""","""74.576""",https://www.house.kg/details/74427365f7857f4190a84-81895045,
"2-комн. кв., 68 м2","Бишкек, Алма-Атинская / Южная магистраль",$ 46 000,3 900 800 сом,$ 676/м2,57 365 сом/м2,Добавлено 5 месяцев назад,Поднято 1 день назад,798,от собственника,"панельный, 2016 г.",5 этаж из 9,,68 м2,,106 серия улучшенная,,,,,,,,,,,,,,,,,,,2.8 м.,,,,,"

                                    Описание от продавца                            
Продаю 2х комнатную квартиру в районе 
Алматинка//Юж. Магистраль
ЖК ""Сары - Челек""
Застройщик ""Аю Курулуш"".
Год постройки -2016.
Адрес ул. Конур Осмон дом 3.

Количество жилых комнат - 2.
Общая площадь - 68м2.
Этаж - 5/9.
Серия - 106улучшенная
Саузел - раздельный.
Лоджии - 3.
Квартира не угловая.
Тип постройки - панель.
Комуникации - центральные
Отпление -Автономное.
Состояние - Отличное.
Мебель - частично.
Цена -$46000
Тел.- 0550900700,0221900900

Дополнительно: Дом напротив Ботанического сада. Рядом садик, Школа,магазины,аптеки.
Транспорт; 110,223,200,199,378,215
","""42.8151""","""74.6478""",https://www.house.kg/details/75534685f9fb56cd6a979-96499886,
"Участок, 5 соток","Бишкек, Ак-Ордо ж/м",$ 32 000,2 713 600 сом,,,Добавлено 7 месяцев назад,Поднято 1 день назад,1407,от собственника,,,,,5 соток,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю участок 5сотых
В районе Ак Ордо
ул.Ахунбаева//Каркыра

Участок относится к городу Ленинский район
Размер 25×20
Документы - красная книга.
Участок огорожен,на участке есть времянка.
Комуникации - свет,вода.
Газ и канализацию проводят.
Цена - $32000
Тел.- 0550900700
","""42.8411""","""74.506""",https://www.house.kg/details/55347955f59fdf509a5d9-76715325,
"3-комн. кв., 100 м2",Бишкек,$ 73 500,6 232 800 сом,$ 735/м2,62 328 сом/м2,Добавлено 7 месяцев назад,Поднято 1 день назад,908,от собственника,"кирпичный, 2013 г.",3 этаж из 10,,100 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру в районе ТЦ ВЕФА
 Золотой середине города
ул.Советская//Горького

СК ""Авант групп"".
Год постройки - 2013.
Документы- техпаспорт на руках.
Количество жилых комнат - 3.
Общая площадь - 100м2.
Серия - элитка.
Этаж - 3/10
Окна - Восток//Юг
Тип строения - кирпич.
Санузел - раздельный.
Комуникации - центральные.
Отопление - ТЕЦ.
Состояние - отличное.
Мебель - частично.

Цена - $73500
 Тел- 0550900700,0221900900

Рядом Школы гимназии 29,69,14
Вся инфраструктура в шаговой доступности.Транспорт во все стороны города
","""42.8573""","""74.6123""",https://www.house.kg/details/78381415f4262c7f163c7-53670860,
"2-комн. кв., 49 м2","Бишкек, 7 м-н",$ 40 500,3 434 400 сом,$ 827/м2,70 090 сом/м2,Добавлено 4 месяца назад,Поднято 1 день назад,716,от собственника,панельный,1 этаж из 4,,49 м2,,104 серия улучшенная,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 2-х комнатная квартира в 7мкр.

Общая - площадь- 49м2
Серия - 104.
Этаж-1/4.
Большая лоджия -1.
Квартира - не угловая.
Санузел - совмещенный.
Квартира светлая и уютная.
Состояние - хорошее.
Мебель - частично.
Документы в порядке.

Цена- $40500
Тел. 0550900700,0221900900
Рядом Ортосайский рынок,Школы садики и т.д.
Вся инфраструктура в шаговой доступности. Транспорт во все стороны города
","""42.8336""","""74.6153""",https://www.house.kg/details/23725125fc092b6132230-51107442,
"3-комн. кв., 60 м2","Бишкек, Асанбай м-н",$ 66 500,5 639 200 сом,$ 1 108/м2,93 987 сом/м2,Добавлено 4 месяца назад,Поднято 1 день назад,735,от собственника,панельный,3 этаж из 5,,60 м2,,105 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру в мкр. Асанбай.

Количество комнат: 3
Общая площадь - 60м2
Лоджии - 2.
Серия: 105
Этаж: 3 из 5
Санузел: раздельный
Тип строения: панельный.
Комуникации: центральные
Состояние: с ремонтом
Мебель: частично мебелирована
Документы - техпаспорт на руках.
Цена: $66500
Тел. - 0550900700,0221900900

Подробности: Не угловая. В хорошем спальном районе. Сделан хороший евро ремонт. В квартире сделали перепланировку расширили прихожую+ванную комнату. Зал и спальня расширены за счёт вынесенных лоджий, вся перепланировка узаконена. В шаговой доступности  школы, магазины. Удобная транспортная развязка. Юридически чистая
","""42.816""","""74.6288""",https://www.house.kg/details/28175435fb23042054256-66879382,
"4-комн. кв., 200 м2",Бишкек,$ 200 000,16 960 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 4 месяца назад,Поднято 1 день назад,556,от собственника,"кирпичный, 2006 г.",6 этаж из 8,,200 м2,,элитка,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 4х комнатная квартира!!! В районе центра
Манасчы Сагынбая//Тоголок Молодо

СК ""МБС""
Год постройки - 2006.
Общая площадь 200м²
Этаж - 6/8 
Серия - элитка 
Тип строения - кирпич.
Состояние - евроремонт ( с дизайнерским ремонтом
в современном стиле).
Санузел - 2.
Мебель и бытовая техника все остается.

Цена с Паркингом -$200,000
Тел. - 0550900700,0221900900
Вся инфраструктура шаговой доступности. Транспорт во все стороны города
","""42.8712""","""74.5943""",https://www.house.kg/details/80321455fd1f810d18510-40259137,
"4-комн. кв., 110 м2",Бишкек,$ 94 500,8 013 600 сом,$ 859/м2,72 851 сом/м2,Добавлено 2 месяца назад,Поднято 1 день назад,314,от собственника,"кирпичный, 1991 г.",6 этаж из 9,,110 м2,,индивид. планировка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 4х комнатную квартиру в Центре
Адрес: ул Токтогула // Тыныстанова

Первые элитки проверенные временем.
Год постройки - 1991.
Серия: индивидуальный проект
Этаж:  6 из 9
Санузел - 2.
Площадь: 110м²
Комуникации: центральные
Отопление - ТЭЦ.
Состояние: хорошее
Мебель: частично
Документы: тех.паспорт
Цена:$94500
Тел. - 0550900700,0221900900

Подробности:   состояние хорошее,двор огорожен,с парковкой проблем нет,детская площадка ,
магазины ,школы,сады,парки. Вся инфраструктура в шаговой доступности. Транспорт во все города.
","""42.873""","""74.6082""",https://www.house.kg/details/1448159600fb844082546-55125479,
"5-комн. кв., 374 м2","Бишкек, Логвиненко 57/1",$ 175 000,14 840 000 сом,$ 468/м2,39 679 сом/м2,Добавлено 2 месяца назад,Поднято 1 день назад,255,от агента,кирпичный,5 этаж из 6,,374 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю  Пентхаус

Год постройки - 2010
Количество комнат: 5
Адрес: Стадион ""Спартак""
Серия: Элитка
Застройщик: СК Керамин
Этаж: 5 и 6
Санузел - 3.
Площадь: 374м²
Комуникации: Центральные
Отопление - ТЭЦ.
Состояние: Хорошее.
Мебель: По договоренности
Документы: На руках
Цена: $175000
Тел. - 0550900700,0221900900

Подробности: Высота потолков 3 метра , 2 кирпича , клубный дом. 3 спальни , большая и оборудованая кухня 33.5 кв/м , спортзал.Двор закрытый с 2мя местами для паркинга , видеокамерами и охраной . Напротив находится гипермаркет, больница , кофейни и парк. Возможны варианты.
","""42.8831""","""74.5998""",https://www.house.kg/details/2179816601112b58f1551-09418767,
"Дом, 5-комн., 341 м2","Бишкек, с. Орто-Сай",$ 420 000,35 616 000 сом,$ 1 232/м2,104 446 сом/м2,Добавлено 2 месяца назад,Поднято 1 день назад,489,от агента,"кирпичный, 2015 г.",,2,341 м2,,,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю Дом в Европейском стиле и Элитной части города
Село Ортосай напротив Котеджного городка ""BRAVO""

Год постройки - 2015.
Общая площадь - 341м2.
Количество комнат - 5
Этаж - 2+Цоколь
Санузел - 2.
Тип строения - кирпич.
Коммуникации: центральные
Отопление: электрическое/газовое
Документы: Техпаспорт, красная книга
Участок - 5сотых.
Аура Дома - Светлая и Благоприятная
Дополнительно:
Частная подстанция на 11 домов.
Дом трех уровневый. В цоколе есть окна с проникновением естественного света
Улица тихая тупиковая.Весь каркас  и перекрытия дома на 100%из марочного бетона М350 можно даже 3 и 4 этаж добавлять. Отопление газовое+обогрев теплым воздухом (Daikon). Есть 3 фазы, проведены трубы для центрального  кондиционирования и вентиляции.  На 1 и 2 этажах водяные тёплые полы.
Имеется охранная сигнализация. 

Район для тех кто понял Жизнь и не куда не торопится,так сказать любит тишину,свежий воздух,засыпать с Мечтой просыпаться с Целью.подальше от городской суеты.
Приятно в Райской тишине заниматься Самообразованием. 

Цена - $1230м2 = $420.000
Тел. - 0550900700,0221900900
Дополнительные фото могу скинуть на вотсап.
","""42.8068""","""74.5936""",https://www.house.kg/details/24713606013ee90455340-16531513,
"4-комн. кв., 103 м2",Бишкек,$ 87 000,7 377 600 сом,$ 845/м2,71 627 сом/м2,Добавлено 1 месяц назад,Поднято 1 день назад,215,от агента,панельный,2 этаж из 9,,103 м2,,105 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 4х +суш. квартиру в Центре.
ул.Московская//Шопокова.

Общая площадь - 103м2.
Этаж - 2/9.
Серия - 105.
Санузел - раздельный.
Тип строения - панель.
Состояние хорошее.
Мебель - частично.
Комуникации -  центральные.

Цена - $87000
Тел.- 0550900700,0221900900
Дополнительно :Квартира со светлой и благоприятной аурой. Дружные соседи,покупая квартиру покупаешь соседей. Тихий,зеленый двор.
Рядом с домом лучший рынок ""Ак-Эмир"". Всегда
свежие продукты,свежая выпечка,что придает немного радости вашей жизни.Вся инфраструктура в шаговой доступности
","""42.8681""","""74.6149""",https://www.house.kg/details/3300641602a1ff02f0666-81857843,
"Дом, 6 и более комнат, 128 м2","Бишкек, с. Орто-Сай",$ 125 000,10 600 000 сом,$ 977/м2,82 813 сом/м2,Добавлено 1 месяц назад,Поднято 1 день назад,221,от агента,кирпичный,,1,128 м2,,,электрическое,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается участок с домом  в Южном - престижном районе Бишкека

Адрес. Село Орто Сай, переулок Западный 
Общая  площадь участка 5,5 соток
Размер участка - 15×37
Количество комнат - 6х комнатный, одноэтажный дом
Общая площадь дома 128м2.
Участок находится в 300 метрах от Советской, за Гипермаркетом Фрунзе, и около VIP городка ""Bravo""
Также в шаговой доступности расположены частные детские сады, Стадион для тех кто любит активный отдых. 
.
Также огромный плюс состоит в том что в этом районе преимущественно чистый воздух, хорошие соседи, удобная транспортная развязка именно около нашего участка, центральная канализация и Газ.
.
Тип строения: кирпич
Отопление электрическое и твёрдое топливо.
.
Документы в порядке. Тех паспорт и красная книга
Дополнительно: 
Также есть возможность построить новый дом. Отдельные могут заняться садоводством, так как в районе отличный грунт. 
Цена- $125000
Тел. - 0550900700,0221900900
","""42.806""","""74.5935""",https://www.house.kg/details/7585779602b48192b5bc2-97543386,
"4-комн. кв., 125 м2",Бишкек,$ 125 000,10 600 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 23 дня назад,Поднято 1 день назад,145,от собственника,"кирпичный, 2015 г.",8 этаж из 14,,125 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 4х квартиру 
на Исанова//Московская
Застройщик: Н.Б.С.
Год постройки: 2015.
Общая площадь: 125м²
Тип строения: кирпич
Этаж:8/14
2 сан. узла
Состояние: с отличным ремонтом
Коммуникации: все центральные,газ подключат в самое ближайшее время
Документы: тех паспорт
Цена: 125.000$ 
Тел.-0550900700,0221900900

В стоимость входит паркинг,так же есть консьерж, домофон, огороженная территория.
","""42.8712""","""74.5918""",https://www.house.kg/details/2235000603e3f32bb54c8-50325704,
"3-комн. кв., 90 м2",Бишкек,$ 75 000,6 360 000 сом,$ 833/м2,70 667 сом/м2,Добавлено 20 дней назад,Поднято 1 день назад,159,от собственника,"кирпичный, 2011 г.",5 этаж из 10,,90 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 3 х комнатную квартиру
в районе Боконбаева// Панфилова

Год постройки - 2011.
СК ЭкспоСтрой.
Общая  площадь - 90м2
Серия -  Новостройка
Этаж- 5/9
Тип строения - кирпич.
Лоджия - 1.
Квартира - не угловая
Санузел - раздельный
Квартира светлая и уютная.
Состояние - Отличное
Мебель - частично.
Коммуникации - центральные
Отопление - ТЭЦ 
Документы - техпаспорт на руках

Цена - $75000
Тел. 0550900700,0221900900
Вся инфраструктура в шаговой доступности. Транспорт во все стороны города.
","""42.8679""","""74.5886""",https://www.house.kg/details/69079456041e70cdbe1b9-48361886,
"3-комн. кв., 60 м2","Бишкек, 6 м-н 12",$ 44 000,3 731 200 сом,$ 733/м2,62 187 сом/м2,Добавлено 1 день назад,,28,от собственника,панельный,3 этаж из 4,,60 м2,,104 серия,,хорошее,,,совмещенный,лоджия,металлическая,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
🔥Район 6 мкр 
🔥Рядом с ореховой рощей 
🔥Трешка 
🔥этаж 3/4 не угол 
🔥все центрально 
🔥Цена 44000 торг 
🔥состояния ЧАК 
🔥0707525987 Дөөлөт
","""42.825""","""74.6296""",https://www.house.kg/details/7801911605ae365179f88-82070603,
"2-комн. кв., 65 м2",Бишкек,$ 63 000,5 342 400 сом,$ 969/м2,82 191 сом/м2,Добавлено 19 дней назад,Поднято 1 день назад,150,от собственника,"кирпичный, 2016 г.",7 этаж из 11,,65 м2,,элитка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2х комнатная квартира в Центре
Боконбаева//Манаса

Год постройки - 2016.
СК Урбис Строй
Документы -Техпаспорт на руках.
Серия - элитка.
Обшая площадь: 65м2
Этаж: 7 из 11
Тип строения - кирпич.
Санузел - раздельный.
Состояние - хорошее.
Коммуникации -центральные.
Мебель - частично.
Отопление - ТЭЦ. 
Цена - $63000
Тел.- 0550900700,0221900900

Квартира светлая просторная в золотом квадрате на Боконбаева/Манаса рядом со школой #70 и 13. Развитая инфраструктура, магазин, кафе, парк, остановка в шаговой доступности. Закрытая Охраняемая территория, детская площадка, подземный паркинг. хорошая планировка. Заходи и живи !!!
","""42.8677""","""74.5885""",https://www.house.kg/details/89935626043757f4c3cb9-66543035,
"2-комн. кв., 47 м2",Бишкек,$ 39 000,3 307 200 сом,$ 830/м2,70 366 сом/м2,Добавлено 1 месяц назад,Поднято 1 день назад,213,от собственника,кирпичный,5 этаж из 6,,47 м2,,индивид. планировка,центральное,хорошее,,,раздельный,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 2-комнатная Квартира в Московский/Умуталиева
Индивидуальный проект
Общая площадь 47,2 м2
5/6
Не угловая
Лоджия утеплена
Частично мебель 
Тихий район, всё в шаговой доступности, отличная транспортная развязка!
Цена: 41500$
Торг при осмотре
","""42.8757""","""74.5813""",https://www.house.kg/details/775734460250a7a24ca12-41617765,
"3-комн. кв., 52 м2",Бишкек,$ 46 000,3 900 800 сом,$ 885/м2,75 015 сом/м2,Добавлено 3 месяца назад,Поднято 1 день назад,437,от собственника,кирпичный,2 этаж из 2,,52 м2,,сталинка,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся Квартира в одном из лучших районов города , а именно Боконбаева/Раззакова.
Просторная 3-х комнатная квартира. Все в шаговой доступности , школы  , детские сады , поликлиники , магазины , хорошая транспортная развязка , все центральные коммуникации.

☑ 2 из 2 если вы думаете , что в квартире сыро , спешу вас удивить  сказав , что это не так , в квартире нету сырости , тёплая и уютная квартира .

☑ 52 м2/ Сталинка

☑ не угловая 

☑ сан. узел совмещённый 

☑ полный пакет документов 

Вам повезло с ценой!
Звоните сейчас, завтра цены будут дороже: 46.000 USD , торг в пределах разумного ( по телефону не торгуюсь)
","""42.8671""","""74.6039""",https://www.house.kg/details/5356895ff54cb34e7176-18944283,
"Коммерческая недвижимость, 920 м2",Бишкек,$ 552 000,46 809 600 сом,$ 600/м2,50 880 сом/м2,Добавлено 8 дней назад,Поднято 1 день назад,55,от собственника,"пеноблочный, 2006 г.",,3,920 м2,7.5 соток,,смешанное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю Действующий бизнес в Центре
район Восток -5 по второй линии.

Год постройки - 2006.
Общая площадь - 920м2.
Этаж - 3.
Количество комнат - 19.
Санузел - 5+1 во дворе.
Тип строения - пескоблок.
Назначение - Колледж.
Документы - техпаспорт. Красная книга.
Участок - 7.5сотых.
Коммуникации -  вода,свет,центральная канализация.
Отопление - 3х фаза + твёрдое топливо.
Двор огорожен,охрана,видеонаблюдение 24/7. 

Цена - $552,000 ($600м2).
Тел. - 0550900700,0221900900
Вся инфраструктура в шаговой доступности. Транспорт во все стороны города.
","""42.8759""","""74.6285""",https://www.house.kg/details/59663156051e816c2dc77-48291228,
