title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"Коммерческая недвижимость, 1500 м2","Бишкек, Аламединский рынок, Алматинка/Мусы Джалиля",$ 1 498 500,127 072 800 сом,$ 999/м2,84 715 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,180,от собственника,"кирпичный, 9999 г.",,3,1500 м2,9.3 соток,,центральное,,,,,,,,,,,,,,,,,,,,нет,нет,,"

                                    Описание от продавца                            
Продается коммерческая недвижимость в районе Аламединского рынка. Общей площадью 1500 кв м. Внутри имеются торговые залы и офисные помещения. 
3-х этажное здание на первой линии с цокольным этажом. Площадь участка 9.3 соток. Здание рядом с рынком, имеет преимущества для развития и продвижения бизнеса. Район с очень большим потоком людей. Здание подходит под любой бизнес. Выгодное капиталовложение для предпринимателей. 
На участок имеется красная книга. Есть зона паркинга. Имеются все коммуникации. 
Перспективы развития для любого бизнеса ! 
Цена договорная.
Адрес: Алматинка /Мусы – Джалиля. Напротив Аламединского рынка.
Телефон для вопросов: 0700211015
","""42.8858""","""74.6375""",https://www.house.kg/details/7433402601abdb805dc74-61998523,
"1-комн. кв., 40 м2","Бишкек, Тунгуч м-н, Тунгуч 40",$ 33 300,2 823 840 сом,$ 833/м2,70 596 сом/м2,Добавлено 2 месяца назад,,143,от агента,"кирпичный, 2019 г.",11 этаж из 12,,40 м2,,элитка,центральное,евроремонт,,,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,"охрана,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,паркет,2.8 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня",нет,есть,обмен не предлагать,,"""42.8541""","""74.6878""",https://www.house.kg/details/1667108601cde75acd049-67588676,
"1-комн. кв., 39 м2","Бишкек, Салиева 53/3",$ 13 965,1 184 232 сом,$ 358/м2,30 365 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,602,от собственника,"монолитный, 2020 г.",2 этаж из 9,,39 м2,,элитка,на газе,под самоотделку (псо),есть,проводной,раздельный,лоджия,металлическая,паркинг,,,,,,магистральный,,,пустая,,3.15 м.,,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 1 , 2 , 3 рех комнатные квартиры . Обьект на стадии строительства . Квартиры от 13965 $ . Все разрешительные документы .
","""42.8843""","""74.6483""",https://www.house.kg/details/37929635fb74c9d732968-16984623,
"1-комн. кв., 40 м2","Бишкек, Салиева 53/3",$ 20 000,1 696 000 сом,$ 500/м2,42 400 сом/м2,Добавлено 6 месяцев назад,Поднято 2 месяца назад,509,от собственника,кирпичный,3 этаж из 9,,40 м2,,индивид. планировка,,,,,,,,,,,,,,,,,,,,,есть,,рассмотрю варианты,"

                                    Описание от продавца                            
квартиры в рассрочку  на 36 месяцев по выгодной цене!
","""42.8851""","""74.6479""",https://www.house.kg/details/69882375f793ea7dbbbd8-99870640,
"3-комн. кв., 170 м2","Бишкек, Ч. Айтматова/Масалиева",$ 210 000,17 808 000 сом,$ 1 235/м2,104 753 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,280,от агента,кирпичный,3 этаж из 9,,170 м2,,индивид. планировка,,хорошее,,,2 с/у и более,,бронированная,паркинг,,,,,,,,"решетки на окнах,                                             охрана,                                             видеодомофон,                                             видеонаблюдение",полностью меблирована,дерево,3 м.,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             встроенная кухня,                                             тихий двор",,,рассмотрю варианты,"

                                    Описание от продавца                            
3 комнатная квартира, можно переделать в 4х комнатную
","""42.8314""","""74.5845""",https://www.house.kg/details/9138856007faaed13789-64603079,
"3-комн. кв., 72 м2","Бишкек, Элебаева/Кулатова",$ 73 000,6 190 400 сом,$ 1 014/м2,85 978 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,162,от собственника,панельный,2 этаж из 9,,"72 м2, жилая: 3 м2, кухня: 1 м2",,105 серия улучшенная,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             видеонаблюдение",полностью меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 3-х комнатную квартиру 105 серии по адресу Элебаева / Горького район (Вефа центра). Площадь 72 кв.м, 2 этаж. две лоджии.квартира полностью в окружную утеплена по всему периметру. раздельный санузел, большая кухня, зал, две спальни, два коридора,  кладовое помещение. Телефон, интернет, кабельное ТВ, кондиционер. Отличный район с оборудованной детской площадкой, транспорт, магазины, рядом спорткомплекс с детским и взрослым, также футбольным полем. Все вопросы по телефону 0990756161 ЦЕНА: 73.000$
","""42.8585""","""74.6133""",https://www.house.kg/details/971629601938e3e54aa5-34083506,
"3-комн. кв., 65 м2","Бишкек, Восток-5 м-н",$ 51 000,4 324 800 сом,$ 785/м2,66 535 сом/м2,Добавлено 2 месяца назад,Поднято 2 месяца назад,236,от собственника,панельный,2 этаж из 5,,"65 м2, жилая: 3 м2, кухня: 1 м2",,106 серия,центральное,хорошее,возможно подключение,проводной,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,домофон,частично меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 3-х комнатную квартиру 105 серии Восток-5 Площадь 68 кв.м, 2 этаж. две лоджии раздельный санузел, большая кухня, зал, две спальни, два коридора, кладовое помещение. Телефон, интернет, кабельное ТВ, кондиционер. Отличный район с оборудованной детской площадкой, транспорт, магазины, рядом спорткомплекс с детским и взрослым, также футбольным полем. Все вопросы по телефону 0555111052 ЦЕНА: 51.000$
","""42.871""","""74.6295""",https://www.house.kg/details/7616589601941d39ab099-04102176,
"3-комн. кв., 80 м2","Бишкек, Улан м-н",$ 48 000,4 070 400 сом,$ 600/м2,50 880 сом/м2,Добавлено 2 месяца назад,,183,от собственника,панельный,5 этаж из 9,,80 м2,,106 серия улучшенная,центральное,хорошее,,,раздельный,лоджия,бронированная,,,,,,,магистральный,,,,,,,,,,,"""42.8434""","""74.6349""",https://www.house.kg/details/5653710601ccf5ec5ab21-18980007,
"3-комн. кв., 137 м2","Бишкек, Сыдыкова",$ 115 000,9 752 000 сом,$ 839/м2,71 182 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,514,от агента,кирпичный,2 этаж из 8,,137 м2,,индивид. планировка,центральное,евроремонт,возможно подключение,оптика,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,домофон,пустая,ламинат,,"улучшенная,                                             новая сантехника,                                             неугловая,                                             тихий двор",нет,есть,рассмотрю варианты,,"""42.8733""","""74.5851""",https://www.house.kg/details/94444615fcf6337542d47-83251530,
"3-комн. кв., 60 м2","Бишкек, Жилгородок Совмина ж/м",$ 68 000,5 766 400 сом,$ 1 133/м2,96 107 сом/м2,Добавлено 7 месяцев назад,Поднято 2 месяца назад,1647,от собственника,"кирпичный, 1976 г.",3 этаж из 4,,60 м2,,индивид. планировка,центральное,хорошее,есть,проводной,раздельный,лоджия,металлическая,паркинг,,,,,,магистральный,,домофон,частично меблирована,дерево,,"пластиковые окна,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,,,"

                                    Описание от продавца                            
3-х комнатная квартира, построена в 1976 году по поручению Президента для сотрудников Госрезиденции Президента.
Кирпичный 4-х этажный дом, по две квартиры на площадке.
Квартира в хорошем состоянии, тёплая и уютная. На балконе (2,5 кв.м) и лоджии (6 кв.м) - новые стеклопакеты.
1. Количество комнат: 3-х (трех) комн.квартира;
2. Месторасположение (Жил-городок Совета Министров,улица Байтик Батыра, депутатский городок, Орто-Сай);
3. Этаж/этажность: 3/4;
4. Типовая серия (индивидуальный проект - Чешский);
5. Материал стен: кирпич
6. Общая/жилая площадь: 60,2 кв.м
7. Угловая/не угловая;
8. Наличие балкона, лоджии: ++ ЕСТЬ балкон и лоджия, утеплённые, застекл., новые стеклопакеты.
9. Описание: сан.узел раздельный; комнаты НЕ проходные; с ремонтом косметическим;
особенности отделки: окна новые пластиковые, двери - дерево, стены под яйцо белые, полы - линолеум, потолки - под яйцо белые, в санзузлах и на кухне - кафель;
10. Цена - 68000 тыс. $.
11. Инфраструктура: государственный (3и минуты от дома) и частный детские сады, почта, магазины: FAMILY MARKET, ФРУНЗЕ и др. в шаговой доступности. Школа 10 мин. До ВДНХ - 10 минут пешком.
РАЗМЕРЫ комнат (из плана БТИ):
Общая площадь 60,2 кв.м (не включая балкона и лоджии).
- ЗАЛЬНАЯ КОМНАТА 19,9 кв.м,
- КУХНЯ- 7,8 кв.м,
- СПАЛЬНЯ БОЛЬШАЯ - 12,0 кв.м,
- СПАЛЬНЯ МАЛАЯ - 7,0 кв.м,
- санузел раздельный в современном кафеле.
- ВАННАЯ- 3,2 кв.м,
- ТУАЛЕТ - 0,9 кв.м,
- ВСТРОЕННЫЙ ШКАФ - 0,6 кв.м,
- КЛАДОВАЯ - 2,6 кв.м.,
- КОРИДОР БОЛЬШОЙ - 8,2 кв.м.
Отопление и водоснабжение с индивидуальной котельной с чистой водой, построенной в 1970-е годы.
Возможна продажа с мебелью.
Квартира расположена очень удачно, из спальни (большая) выход на балкон - вид на дорожку для пешеходов (липовую, сосновую, березовую аллеи) и горы.
Из кухни (лоджия) вид на двор и березовую аллею.
Горы в 5-и минутах ходьбы. Из ущелья дует горный, свежий воздух.
Расположение квартиры не загромождено видом на соседние дома.
Квартира ищет хорошего и доброго покупателя!
Энергетика в квартире очень светлая и добрая.
Район ценится!!! Рядом: Госрезиденция, Депутатский городок, горы, ВДНХ, парк.
Лучший район, удачное расположение, добрые соседи.
","""42.8071""","""74.5898""",https://www.house.kg/details/68370295f5b33a7c80e98-49734629,
"Коммерческая недвижимость, 25 м2","Бишкек, Дордой ж/м",$ 35 000,2 968 000 сом,$ 1 400/м2,118 720 сом/м2,Добавлено 2 месяца назад,,134,от собственника,,,1,25 м2,,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю или меняю контейнер на рынке Дордой Европа
","""42.9406""","""74.6174""",https://www.house.kg/details/8097132601cb812a46cc2-11668427,
"2-комн. кв., 52 м2","Бишкек, ЦУМ, Ибраимова 108/ЧУЙ",$ 50 000,4 240 000 сом,$ 962/м2,81 538 сом/м2,Добавлено 2 месяца назад,,153,от собственника,"кирпичный, 1984 г.",2 этаж из 4,,"52 м2, жилая: 40 м2, кухня: 6 м2",,индивид. планировка,центральное,хорошее,,,,,,,,,,,,,,,,,,,нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продаю двух комнатную квартиру над магазином  ""АГАТ"" Чуй/Правда, без посредников тел 0555798685
","""42.8756""","""74.617""",https://www.house.kg/details/9254605601cb330516ef7-33399765,
"Коммерческая недвижимость, 150 м2","Бишкек, чуй155",$ 225 000,19 080 000 сом,$ 1 500/м2,127 200 сом/м2,Добавлено 2 месяца назад,,184,от агента,,,,150 м2,150 соток,,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаются Коммерческая недвижимость (Торговое помещение/ офис) 
от Застройщика: Авангард Стиль ЖК "" Арбат "", 

  Офис     (150м2) и (150м2)                        
 1- этаж 
цена 1500$м2 Торг
Рассмотрим варианты обмена на авто или вторичного жилья (недвижимость меньшей стоимостью)
Варианты рассрочки с не менее 50% первоначального взноса в удобные для вас сроки

Тел: 0703141819 (есть what's up)

Тел:0703141819
","""42.8768""","""74.5824""",https://www.house.kg/details/5046265601c7f9e00d781-97818236,
