title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"2-комн. кв., 54 м2","Бишкек, Юг-2 м-н",$ 48 000,4 070 400 сом,$ 889/м2,75 378 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,240,от агента,панельный,6 этаж из 9,,54 м2,,106 серия,центральное,хорошее,возможно подключение,проводной,раздельный,лоджия,металлическая,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю  2 ком

Количество комнат: 2
Адрес: Юг -2
Серия: 106
Этаж:  6 из 9
Тип строения: панельный
Площадь: 54м²
Комуникации: центральные
Состояние: хорошее
Мебель: частично
Документы: на руках
Цена: 48000$

Подробности:  магазины ,школы,сады 
транспортная развязка развита,развита инфраструктура
Контакты: 0709323185

#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8614""","""74.606""",https://www.house.kg/details/29014275ff46eab333225-13510554,
"2-комн. кв., 52 м2","Бишкек, 10 м-н",$ 47 500,4 028 000 сом,$ 913/м2,77 462 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,214,от агента,панельный,3 этаж из 5,,52 м2,,105 серия,центральное,хорошее,возможно подключение,проводной,раздельный,лоджия,металлическая,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю  2 ком

Количество комнат: 2
Адрес: 10 мкр 
Серия: 105
Этаж:  3:из 5
Тип строения: панельный
Площадь: 52м²
Комуникации: центральные
Состояние: хорошее
Мебель: частично
Документы: на руках
Цена: 47500$

Подробности:  квартира после ремонта,ни кто не жил после ремонта ,магазины ,школы,сады 
транспортная развязка развита,развита инфраструктура
Контакты: 0709323185

#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8302""","""74.6045""",https://www.house.kg/details/28294065ff46d2cd18272-11973061,
"3-комн. кв., 180 м2","Бишкек, киевская/Ибраимова",$ 116 000,9 836 800 сом,$ 644/м2,54 649 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,218,от агента,"кирпичный, 2016 г.",4 этаж из 10,,"180 м2, жилая: 156 м2",,элитка,центральное,хорошее,есть,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,,частично меблирована,ламинат,,,,,,"

                                    Описание от продавца                            
Продаю  3ком +студия

Количество комнат: 3 
Адрес: Киевская - Ибраимова 
Застройщик Азат Курулуш
Год постройки 2016
Серия: элитка
Этаж:  4 из 10
Тип строения: кирпичный
Площадь: 180м² жилая -156м²
Комуникации: центральные
Газ есть но не подключен
Состояние: хорошее
Мебель: частично
Документы: на руках
Цена: 116000$

Подробности: магазины ,школы,сады 
транспортная развязка развита,развита инфраструктура
Контакты: 0709323185

#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8742""","""74.6171""",https://www.house.kg/details/51035035ff4203c32c5c1-23455650,
"4-комн. кв., 200 м2","Бишкек, Исанова/токтогулова",$ 165 000,13 992 000 сом,$ 825/м2,69 960 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,398,от агента,кирпичный,4 этаж из 6,,200 м2,,элитка,центральное,хорошее,возможно подключение,проводной,2 с/у и более,,,,,,,,,,,"домофон,                                             видеонаблюдение",частично меблирована,,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продаю 4х комнатную квартиру 
Исанова/Токтогула
Общая площадь - 200 кв. 
Документы - техпаспорт.
Количество жилых комнат - 4
Этаж - 4/6
Тип строения - Кирпич.
Санузел - 2 с/у .
Состояние – хорошее.
Мебель +техника – частично .
Коммуникации - центральные.
Отопление - ТЭЦ.
Цена - 165000$
Развитая инфраструктура всё в пешей доступности!
","""42.8721""","""74.5914""",https://www.house.kg/details/84175105fe84a1ba4cc13-79531005,
"3-комн. кв., 74 м2","Бишкек, Тунгуч м-н",$ 45 000,3 816 000 сом,$ 608/м2,51 568 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,384,от собственника,панельный,5 этаж из 9,,74 м2,,106 серия,центральное,хорошее,возможно подключение,проводной,раздельный,лоджия,металлическая,паркинг,,,,,,магистральный,,,частично меблирована,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру
в мкр. Тунгуч д25

Количество жилых комнат - 3.
Общая площадь - 74м2.
Серия - 106с.
Этаж - 5/9.
Лоджии - 2.
Тип строения - панель.
Санузел - раздельный.
Состояние - среднеее
Мебель - частично. 
Коммуникации - центральные. er

Цена -$47000
Тел.- 0554090592,0709323185
Дополнительно: Хороший большой зеленый  двор,с парковкой проблем нет. Рядом с домом садик 181, Школа 73, ТЦ Глобус, Поликлиника.
Вся инфраструктура в шаговой доступности.Транспорт во все стороны города
","""42.8597""","""74.6767""",https://www.house.kg/details/10315515fcb8a4fea6872-02534052,
"2-комн. кв., 50 м2","Бишкек, 3 м-н",$ 46 000,3 900 800 сом,$ 920/м2,78 016 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,197,от агента,"кирпичный, 2017 г.",4 этаж из 4,,50 м2,,элитка,центральное,хорошее,возможно подключение,проводной,совмещенный,балкон,металлическая,паркинг,,,,,,магистральный,,,частично меблирована,ламинат,,,,,,"

                                    Описание от продавца                            
Продаю  2ком.

Количество комнат: 2
Адрес: в 3 мкр возле кафе "" Улуу Тоо Борбору""
Клубный дом
Год постройки 2017
Серия: новостройка
Этаж:  4из 4
Тип строения: кирпич
Площадь: 50м²
Комуникации: центральные
Состояние: хорошее
Мебель: частично
Документы: долевые
Цена: 46000$

Подробности:,подъезд чистый, детская пдощадка,хорошие соседи, рядом все магазины, школа, садик, поликлиника, !
Контакты: 0709323185

#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8383""","""74.6186""",https://www.house.kg/details/4674855ff168528226c4-04881487,
"2-комн. кв., 78 м2","Бишкек, 7 м-н, Суха Батора - К. Маркса (7мкрн)",$ 66 000,5 596 800 сом,$ 846/м2,71 754 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,483,от агента,монолитный,11 этаж из 12,,78 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,,3 м.,,,,,"

                                    Описание от продавца                            
Продается 2-х комнатная квартира в элитном доме,в 7-мкр.
Застройщик-СК""Перле""
Общая площадь-78м2
Этаж-11/12,есть балкон
Все коммуникации центральные
Санузел раздельный, теплые полы
Качественный евроремонт
Вся мебель остаётся!!!
Имеются детская площадка, просторный двор,с парковкой проблем нет,два лифта, видеонаблюдение,охрана.
Вся инфраструктура в шаговой доступности:Космопарк, Орто-Сайский рынок, БЕТА-СТОРЕС и т.д.
Удобная транспортная развязка

Цена-66000долл.
0709323185 as
","""42.827""","""74.6209""",https://www.house.kg/details/70526645ff07ae2382d55-77204388,
"2-комн. кв., 99 м2","Бишкек, Средний Джал м-н,",$ 64 000,5 427 200 сом,$ 646/м2,54 820 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,202,от агента,монолитный,2 этаж из 9,,99 м2,,элитка,центральное,хорошее,возможно подключение,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,,частично меблирована,ламинат,,,,,,"

                                    Описание от продавца                            
Срочно продаю 2х комнатную (99кв) квартиру в мкр. Средний Джал ул. Тыналиева дом # 3/5 второй этаж, не угловая. Застройщик Шерой строй. Дом с хорошим и свежим ремонтом, все коммуникаций подключены центральное отопление, газ, горячая и хололная вода и т.д. В квартире частично остоется мебель и техника. Водворе есть детская площадка и футбольное поле. Радом имеется школа, поликлиника, детский сад.
Цена 64000
","""42.8386""","""74.5668""",https://www.house.kg/details/14553325ff06a5919c4d7-85742279,
"2-комн. кв., 43 м2","Бишкек, 8 м-н",$ 46 000,3 900 800 сом,$ 1 070/м2,90 716 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,235,от агента,панельный,1 этаж из 4,,43 м2,,104 серия,центральное,хорошее,возможно подключение,проводной,совмещенный,лоджия,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продается квартира: 2 комнаты, 56 кв. м
Количество комнат: 2 ком
Площадь (м. кв.) 56
Этаж: 1из 4
Состояние: С ремонтом
Район: Ортосайский рынок
 НЕ угловая!
8 мкр, по ул Донецкая/Жукеева-Пудовкина,
Через дорогу Ортосайский рынок. Квартира после капитального ремонта, менялись все трубы и в перекрытиях тоже.
Дверь входная бронированная, обшитая натуральным деревом с электро замками на аккумуляторе + 2 механических замка.
Тёплый электрический пол в зале и коридоре.
Батареи заменены и добавлены секции. Пол ламинат Россия.
Межкомнатные двери 100% дерево, дуб патина.
Пятикамерный турецкий стеклопакет, на окнах решётки.
Электрику всю прикладывали новую, медную, на кухню усиленную. Ванная кафель 100%, Испания. Аристон в ванной.
Всю мебель оставим!
В зале большой диван раскладной, кровать в спальне огромная 200мм*220мм, шкаф купе.
В зале большой шкаф, в коридоре шкаф. Два кондиционера, зима/лето.

Окна выходят во двор.
Соседи все дружные, хорошие.
Есть возможность ставить авто во дворе.
Рядом с домом охраняемая парковка. Дом подключён к роддому, свет есть абсолютно всегда отопление дают в первую очередь, вода горячая бежит сразу.
Цена: 46000
Тел:0709323185
","""42.8346""","""74.6122""",https://www.house.kg/details/32231005fe84c5668c2a8-95280600,
"3-комн. кв., 83 м2",Бишкек,$ 95 000,8 056 000 сом,$ 1 145/м2,97 060 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,306,от агента,кирпичный,2 этаж из 10,,83 м2,,элитка,центральное,хорошее,возможно подключение,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Продаю 3-х кв студию 
Орозбекова Боконбаева 
СК Бишкек Курулуш 
83 кв.м 
2/10
Коммуникации-Центральные
Мебель+техника полностью 
Цена с мебелью 95000 $
0554090592,0709323185 sab
","""42.8782""","""74.5945""",https://www.house.kg/details/77008225fcb8c122696b3-42527073,
"3-комн. кв., 64 м2","Бишкек, 7 м-н, жукеека Пудовкина",$ 53 000,4 494 400 сом,$ 828/м2,70 225 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,328,от агента,панельный,8 этаж из 9,,64 м2,,105 серия,центральное,среднее,возможно подключение,проводной,раздельный,лоджия,металлическая,паркинг,,,,,,магистральный,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Продается 3 х комнатная квартира.
(квартира рядом с сушилкой ,в перспективе можно расширить)
Расположена по Жукеева- Пудовкина в 7 мкр.
Общая площадь 64 м²
105 серия  угловая 
8 этаж 9 *
Коммуникации центральные, газ
Мебель все остаётся
Цена : 54000$ 

Дополнительно: кафе,рестораны, магазины,аптеки ,школы ,сады ,и мн.др 
Транспортная развязка развита
","""42.8282""","""74.6146""",https://www.house.kg/details/50352285fe2fc1615cdd0-54237685,
"3-комн. кв., 74 м2","Бишкек, 6 м-н",$ 59 900,5 079 520 сом,$ 809/м2,68 642 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,570,от агента,панельный,3 этаж из 9,,74 м2,,106 серия,центральное,среднее,возможно подключение,проводной,раздельный,лоджия,,паркинг,,,,,,магистральный,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Продается 3х +( сушилка в личном использование)
Расположена в 6 мкр.
Общая площадь 74 м²
3 этаж 9 дом одноподъездный 
Утеплённый снаружи
Мебель все остаётся
Коммуникации центральные газ есть
Цена 59900$ *
0709323185
Все шаговой доступности транспортная развязка развита
","""42.8258""","""74.6233""",https://www.house.kg/details/53280755fe0a00d082a24-59283400,
"3-комн. кв., 74 м2","Бишкек, Тунгуч м-н 63",$ 42 500,3 604 000 сом,$ 574/м2,48 703 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,279,от агента,панельный,9 этаж из 9,,"74 м2, жилая: 68 м2",,106 серия,центральное,среднее,возможно подключение,проводной,раздельный,лоджия,,паркинг,,,,,,магистральный,,,частично меблирована,,,,,,,"

                                    Описание от продавца                            
Продаю  2 комнатную Квартиру

Количество комнат: 2
Адрес: Тунгуч дом 63
Серия: 106
Этаж:   9 из 9
Тип строения: панельный
Площадь:  74м²
Комуникации: центральные
Состояние: среднее
Мебель: частично
Документы: техпаспорт
Цена:  42500$

Контакты: 0709323185

#кыргызстан#недвижимостьбишкек
#квартирабишкек#жилье#куплюпродам
#бишкек
","""42.8545""","""74.6891""",https://www.house.kg/details/88359625fe96fca3c26f0-87569498,
"3-комн. кв., 68 м2","Бишкек, 7 м-н, Жукеева-Пудовкина",$ 54 000,4 579 200 сом,$ 794/м2,67 341 сом/м2,Добавлено 4 месяца назад,Поднято 2 месяца назад,561,от агента,панельный,1 этаж из 4,,68 м2,,104 серия,центральное,хорошее,возможно подключение,проводной,совмещенный,нет,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,ламинат,,,,,,"

                                    Описание от продавца                            
Продается 3-х комнатная квартира!
Расположена в 7 Мкр.
По Жукеева-Пудовкина/магистраль
104 серия+ пристройка 
Общая площадь 68м²
1 этаж 4
Не угловая теплая 
Документы на руках
Дополнительно:
Имеется гардеробная комната,2 подвальных помещений и свой полисадник.
Парковочное место 1 машину .
Остаётся все бытовая техника,вся мебель.
Ремонт делали для себя,ремонту 6 месяцев .
Заходи и живи .(й) Срок выселение 2 недели .

Цена 54000$ 

Все шаговой доступности
Транспортная развязка развита
","""42.8295""","""74.6157""",https://www.house.kg/details/71652075fab79d787f966-77357661,
"3-комн. кв., 74 м2","Бишкек, 7 м-н, Жукеева-Пудовкина 32/южная магистраль",$ 63 000,5 342 400 сом,$ 851/м2,72 195 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,431,от агента,панельный,4 этаж из 9,,"74 м2, жилая: 64 м2",,106 серия,центральное,хорошее,возможно подключение,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеонаблюдение",частично меблирована,ламинат,,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор,                                             кладовка",,,,"

                                    Описание от продавца                            
Продаю 3 комнатную квартиру.
Со стороны с сушилки ,сушилка в личном использование,перекрыта .

Расположена в 7 мкр по Жукеева-Пудовкина.
106 серия угловая утеплена
Общая площадь 74 жилая площадь 64 м²
4 этаж 9 
Коммуникации центральные,газ есть 
Мебель частично*
Состояние отличное
Цена 63000$ 

Все шаговой доступности транспортная развязка развита
0709323185
","""42.8286""","""74.6148""",https://www.house.kg/details/89297785fe9816fa5a298-61563474,
"3-комн. кв., 63 м2","Бишкек, боконбаева",$ 45 000,3 816 000 сом,$ 714/м2,60 571 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,194,от агента,панельный,1 этаж из 5,,63 м2,,104 серия,центральное,среднее,возможно подключение,проводной,совмещенный,лоджия,металлическая,паркинг,,,,,,магистральный,,,частично меблирована,,,"пластиковые окна,                                             неугловая",,,,"

                                    Описание от продавца                            
продаю 3 х комнатную квартиру
расположена по ул.Боконбаевой //Гоголя
Общая площадь 63м²
104 серия не угловая
1 этаж 5 
коммуникации центральные газ есть
состояние среднее*
мебель частично 
цена 45000$ окончательно

все шаговой доступности
","""42.8661""","""74.6211""",https://www.house.kg/details/23209985fe5be719ecfc1-28389638,
"2-комн. кв., 43 м2",Бишкек,$ 37 000,3 137 600 сом,$ 860/м2,72 967 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,267,от агента,панельный,2 этаж из 4,,43 м2,,104 серия,центральное,хорошее,возможно подключение,проводной,совмещенный,балкон,металлическая,паркинг,,,,,,магистральный,,домофон,полностью меблирована,ламинат,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,,,"

                                    Описание от продавца                            
Продается 2 комнатная квартира
Расположена по Элебаевой 
104 серия угловая ,2 этаж 4 
Общая площадь 43 м²
Коммуникации центральные,газ 
Состояние хорошее*
Мебель и бытовая техника остаётся
Цена 37000$ окончательно 

Все шаговой доступности
0709323185
","""42.851""","""74.6118""",https://www.house.kg/details/85246605fe5843f5a1b08-19271591,
"4-комн. кв., 137 м2","Бишкек, 7 м-н, ул. Токомбаева, 53/2",$ 185 000,15 688 000 сом,$ 1 350/м2,114 511 сом/м2,Добавлено 3 месяца назад,Поднято 2 месяца назад,478,от агента,монолитный,6 этаж из 12,,137 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,2 с/у и более,лоджия,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 4х комнатную квартиру 
7 небо 
Авангард Стиль
Год-2015 
Общая площадь - 137 кв. 
Документы - техпаспорт.
Количество жилых комнат - 4
Этаж - 6/12
Тип строения - монолитный.
Санузел - 2 раздельных
Состояние – хорошее .
Мебель +техника –полностью.
Коммуникации - центральные.
Отопление -центральное.
Газ-Магистральный 
Цена - 185000$
теплые полы полностью, домофон,видеодомофон,охрана,
тихий двор. sa
Развитая инфраструктура всё в пешей доступности!
0709323185
","""42.8247""","""74.6157""",https://www.house.kg/details/62386695fdcadfb181432-77718635,
"2-комн. кв., 43 м2","Бишкек, 5 м-н",$ 35 000,2 968 000 сом,$ 814/м2,69 023 сом/м2,Добавлено 5 месяцев назад,Поднято 2 месяца назад,595,от агента,кирпичный,4 этаж из 4,,43 м2,,индивид. планировка,центральное,хорошее,,,совмещенный,балкон,бронированная,,,,,,,,,,,ламинат,,,,,,"

                                    Описание от продавца                            
Продаю 2 комнатную квартиру.
Расположена в 5 Мкр.
Общая площадь 43 м²
4 этаж 4 проблем с крышей нет .
Угловая ,но солнечная  сторона.
Балкон утеплен 
Частично мебелирована.
Состояние хорошее.
Цена 35000$


Все шаговой доступности
Транспортная развязка развита
","""42.8262""","""74.6243""",https://www.house.kg/details/513225f92258f002288-48347471,
