title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"2-комн. кв., 78.5 м2","Бишкек, Кок-Жар ж/м, ул. Молдокулова / ул. Куйручук",$ 37 680,3 195 264 сом,$ 480/м2,40 704 сом/м2,Добавлено 4 месяца назад,Поднято 29 дней назад,468,от собственника,"монолитный, 2020 г.",5 этаж из 10,,78.5 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Внимание срочная продажа продаем ниже застройщика по скупочной цене строительная компания : адрес : ахунбаева/молдокулова(алматинка) ж/к : фэмили хаус этажность : 5 этаж из 10 площадь : 78.5м² количество комнат : 2 коммуникации : центральная канализация, газификация дома, отопление электро и газовое. индивидуальная планировка, бесшумные лифты, теплоизоляция наружных стен, стальные подъездные двери, детская площадка, видеонаблюдение, охраняемая территория, п/с/о внешний фасад из керамогранита, рядом школа, мечеть,садики,тц глобус все в шаговой доступности, нотариально заверен,в гос регистре зарегистрирована цена : за м² 480$ тел: 0500001941, 0220001941
","""42.8401""","""74.6438""",https://www.house.kg/details/48867125fc76ece50cc29-42411293,
"4-комн. кв., 180 м2","Бишкек, пер. ул.Токтогула и ул.Усенбаева",$ 170 000,14 416 000 сом,$ 944/м2,80 089 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,430,от собственника,"монолитный, 2013 г.",3 этаж из 9,,180 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю!
Элитная 4х комнатная квартира со всеми удобствами и мебелью!
Застройщик ""Авангард Стиль"" 
Район: советская - скрябина, (выезд на советскую со светофором!)
Дом находится на второй линии от советской!
Этаж 3/9
Общая площадь - 180кв.м (Полезная 151кв.м) - самая большая квартира в доме!
3 спальни, 1 большая гостинная, 3 сан узла.
Центральное отопление, газ 
Коммуникации все центральные!!
Домофон, большой лифт на чипе.
Цена: просим 170000$

Тел: 0500001941, 0220001941
АманатИнвест
","""42.8498""","""74.6096""",https://www.house.kg/details/64023865fd74f3b85aaa6-05696540,
"3-комн. кв., 68 м2",Бишкек,$ 49 500,4 197 600 сом,$ 728/м2,61 729 сом/м2,Добавлено 4 месяца назад,Поднято 29 дней назад,536,от собственника,кирпичный,5 этаж из 6,,68 м2,,индивид. планировка,центральное,среднее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю двухуровневую 3ком квартиру индивид в 8 микрорайоне, Советская-Магистраль
Квартира на 5 и 6 этаже 6 этажного дома(с крышей проблем нет!), квадратура 68м2. Квартира в среднем состоянии.
Вся инфраструктура в шаговой доступности, так же в двух минутах Южные ворота
Цена: 49500$
Тел: 0500001941, 0220001941

#АманатИнвест
","""42.8294""","""74.6087""",https://www.house.kg/details/60833305fc77060d429a7-75022594,
"1-комн. кв., 49.5 м2","Бишкек, 5 м-н, ул. Каралаева",$ 40 500,3 434 400 сом,$ 818/м2,69 382 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,358,от агента,"монолитный, 2020 г.",10 этаж из 12,,49.5 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,3.3 м.,,,,,"

                                    Описание от продавца                            
Продаю 1 кв.Застройщик Прогрупп 5мкр по Каралаева.49,5кв.м.Дом завершенный,кирпичный,10/12этаж,неугловая,,лифт работает.Коммуникации центральные.Охрана,парковка,видеонаблюдение по всей территории.
Цена:40500$
Тел: 0500001941, 0220001941
","""42.8334""","""74.6318""",https://www.house.kg/details/15779705fd74e3941c344-59608199,
"2-комн. кв., 74.44 м2","Бишкек, ул. Бакаева, 197",$ 42 431,3 598 132 сом,$ 570/м2,48 336 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,503,от собственника,"монолитный, 2021 г.",8 этаж из 10,,74.44 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 2х ком квартиру в элитном доме! Ориентир Ахунбаева/Чапаева! ЖК Комфорт! Кирпичный дом со всеми центральными коммуникациями. Застройщик НБК. Под само отделку.  Квадратура 74.44 м2 
на 8 этаже из 10. 
Жилой комплекс на стадии строительства! Сдача под ремонт 2021 года 1 квартал весна! 
Цена: 42500$. 
По всем вопросам: 0500001941, 0220001941

Аманат Инвест
","""42.8311""","""74.5789""",https://www.house.kg/details/81682715fd74dd861d217-08349967,
"2-комн. кв., 43 м2",Бишкек,$ 36 000,3 052 800 сом,$ 837/м2,70 995 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,501,от собственника,панельный,5 этаж из 5,,43 м2,,104 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 2х комнатную квартиру
Адрес: Боконбаева/Шевченко
Все центральные коммуникации, ОТЛИЧНЫЙ РАЙОН, все удобства, рядом школы, садики, свой двор... Отличное расположение для семейных, хороший ремонт и мебель частично, НЕ УГЛОВАЯ
Площадь: 43м2
Этаж: 5 из 5
Цена: 36000$
По вопросам: 0500001941, 0220001941
","""42.8681""","""74.5806""",https://www.house.kg/details/553395fd74d7d9be431-45812226,
"3-комн. кв., 98 м2","Бишкек, ул. Табышалиева, 11",$ 96 000,8 140 800 сом,$ 980/м2,83 069 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,333,от собственника,"монолитный, 2014 г.",5 этаж из 9,,98 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаётся 3комнатная кв. Элитка
Боконбаева-Манаса, этаж 5 из 9, СК «Прайм Строй», все коммуникации центральные. Площадь 98м2, дом кирпичный. Хороший ремонт, делали для себя. Рядом гимназия 13 и 70, дет.сады и др. 
Остаётся мебель, 3 кондиционера и др. бытовая техника. 

Цена 96 000$
Тел: 0500001941, 0220001941

#АманатИнвест
","""42.8683""","""74.5845""",https://www.house.kg/details/44405825fd74b3b3cb260-21927271,
"1-комн. кв., 38 м2","Бишкек, Асанбай м-н, мкрн Асанбай, ул. Токомбаева",$ 33 000,2 798 400 сом,$ 868/м2,73 642 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,565,от собственника,"монолитный, 2020 г.",5 этаж из 10,,38 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 1-комнатную квартиру, 38м2, этаж 5/10,не угловая, с евро ремонтом,все коммуникации центральные (отопление газовое),дом сдан под само отделку,люди делают ремонт и живут, отличное месторасположение дома мкрн Асанбай по Магистрали
ЖК""Кунгей-2"", застройщик СК""TS Group""
Рядом вся инфраструктура,школа №71,садик №172,мечеть,глобус, магазины, транспортная развязка и.т.д
Цена: 33000$
Тел: 0500001941, 0220001941
","""42.8148""","""74.6265""",https://www.house.kg/details/76243095fd74a904c1f74-18649692,
"3-комн. кв., 110 м2","Бишкек, Асанбай м-н, парк Асанбай, ул. Токомбаева",$ 118 000,10 006 400 сом,$ 1 073/м2,90 967 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,669,от собственника,"монолитный, 2018 г.",5 этаж из 12,,110 м2,,элитка,автономное,хорошее,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Срочно продаю 3к кв Южная Магистраль напротив  мкр. Асанбай. СК «Оптима строй», Площадь 110 м2, этаж 5 из 12, окна на Юг и Восток. Хороший вид на горы и парк. Большие панорамные окна. 2 сан/узла. Квартира после ремонта. Техпаспорт имеется. Остаётся кухонный гарнитур, мягкая мебель. 

Цена 118тыс.$, торг. 
Тел: 0500001941, 0220001941

#АманатИнвест
","""42.8195""","""74.6196""",https://www.house.kg/details/20979885fd74991c85456-79081371,
"1-комн. кв., 45 м2","Бишкек, Улан-2 м-н, мкр Улан-2",$ 32 000,2 713 600 сом,$ 711/м2,60 302 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,472,от агента,монолитный,8 этаж из 9,,45 м2,,106 серия улучшенная,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 1 комнатную квартиру
Адрес: Улан-2
Центральные коммуникации, отопление электрическое, с отличным ремонтом и мебелью, теплые полы, тех паспорт на руках
Серия: 106 улучшенная
Площадь: 45м2
Этаж: 8 из 9
Цена: 32000$
По вопросам: 0500001941, 0220001941
","""42.8442""","""74.6331""",https://www.house.kg/details/85684315fd749d1f06623-14479526,
"2-комн. кв., 70 м2","Бишкек, ул. Чуйкова, 134",$ 51 500,4 367 200 сом,$ 736/м2,62 389 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,450,от собственника,"монолитный, 2020 г.",5 этаж из 10,,70 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,3.2 м.,,,,,"

                                    Описание от продавца                            
Продаю 2х ком квартиру
Золотой квадрат 
СК Елизавета ЖК Поларис+
Коенкозева/Чуйкова
квартира со свежим ремонтом
коммуникации все центральные
дом сдан под ПСО
Район 70 школы, Сквер
Площадь : 70м2
Этаж : 5 из 10
Цена: 51500$

Tel: 0500001941, 0220001941
","""42.8658""","""74.5913""",https://www.house.kg/details/25662485fd7492b94bf65-74103201,
"3-комн. кв., 110 м2","Бишкек, Жоомарта Боконбаева, 233 / Калыка Акиева",$ 110 000,9 328 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,305,от собственника,"монолитный, 2014 г.",9 этаж из 12,,110 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Срочно продаю 3ком квартиру элитку в центре. 
ул. Боконбаева/ К. Акиева, ЖК «Премьера», СК Имарат Прогресс, этаж 9 из 12, площадь 110 м2 с балконом, окна на Юг и Восток, все коммуникации центральные. Кирпичный тёплый дом, круглосуточная охрана, подземный паркинг, детская площадка. Имеется 2 санузла, ремонт делали для себя. 

Цена 110 тыс. $ Торг после просмотра. 
Тел: 0500001941, 0220001941

#АманатИнвест
","""42.8686""","""74.5766""",https://www.house.kg/details/65311855fd7489fd7c7f7-41033801,
"2-комн. кв., 100 м2","Бишкек, ул. Масалиева",$ 75 000,6 360 000 сом,$ 750/м2,63 600 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,405,от собственника,монолитный,1 этаж из 8,,100 м2,,элитка,центральное,евроремонт,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
СРОЧНО продается 2х комнатная квартира в элитном доме в центре города НЕДОРОГО
Этаж 1/8. 100 м2. Все центральное.
Детская площадка, подземный паркинг, паркинг внутри двора, охраняемая территория. Сделан новый ремонт. 
Продается частично с мебелью. Заходи и живи. Все новое и качественное. 
Дом находится  по Сыдыкова\Уметалиева. 
Застройщик «Бийик Курулуш»
Район тихий и спокойный. Рядом школа, детские садики, ТЦ IMALL, супермаркеты, медцентры и другое.
Тех паспорт на руках !
Рассмотрим варианты обмена)
Цена 75000$ 
Тел: 0500001941, 0220001941
","""42.8744""","""74.5812""",https://www.house.kg/details/80753345fd74820c7cfa0-91458223,
"3-комн. кв., 63 м2",Бишкек,$ 41 500,3 519 200 сом,$ 659/м2,55 860 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,376,от собственника,панельный,5 этаж из 5,,63 м2,,105 серия,центральное,среднее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3х комнатную(студия) квартиру
Адрес: Чуй/Турусбекова
Этаж: 5 из 5
Все центральные коммуникации, частично мебель, ремонт средний, не угловая
Площадь: 63м2
Серия: 105
Цена: 41500$
По вопросам: 0500001941, 0220001941
","""42.8767""","""74.585""",https://www.house.kg/details/82869525fd74722013110-26280205,
"2-комн. кв., 71 м2","Бишкек, Асанбай м-н, ул. Сухэ Батора / Токомбаева",$ 54 800,4 647 040 сом,$ 772/м2,65 451 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,407,от собственника,"монолитный, 2021 г.",7 этаж из 9,,71 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаётся полноценная 2х комнатная квартира
Застройщик «Elite House»
ЖК ""Асанбай Ордо""
По адресу Сухэ-Батора/ Магистраль(За Отель Жаннат)
На 7 этаже из 9
Площадь: 71м2
Дом монолитно-кирпичный! Отличная планировка, газовое отопление, коммуникации центральные
Окна на ""Итальянский квартал"", солнечная сторона
Сдан под ПСО
Цена: 54800$

Тел: 0500001941(WhatsApp), 0220001941
","""42.8188""","""74.6162""",https://www.house.kg/details/35811565fdd7cde6da557-53051037,
"2-комн. кв., 71 м2","Бишкек, Асанбай м-н, ул. Сухэ Батора / Токомбаева",$ 54 800,4 647 040 сом,$ 772/м2,65 451 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,340,от собственника,"монолитный, 2021 г.",7 этаж из 9,,71 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаётся полноценная 2х комнатная квартира
Застройщик «Elite House»
ЖК ""Асанбай Ордо""
По адресу Сухэ-Батора/ Магистраль(За Отель Жаннат)
На 7 этаже из 9
Площадь: 71м2
Дом монолитно-кирпичный! Отличная планировка, газовое отопление, коммуникации центральные
Окна на ""Итальянский квартал"", солнечная сторона
Сдан под ПСО
Цена: 54800$

Тел: 0500001941(WhatsApp), 0220001941
","""42.8188""","""74.6162""",https://www.house.kg/details/83857305fdd7d13a32282-16701827,
"1-комн. кв., 38 м2",Бишкек,$ 31 000,2 628 800 сом,$ 816/м2,69 179 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,516,от собственника,кирпичный,2 этаж из 10,,38 м2,,элитка,,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно!Продаю 1ком ул. Ахунбаева/ул.А.Атинка (Кольцо) напротив новой школы. Этаж: 2/10. Кирпичный дом. Евро ремонт. Теплые полы. Огороженный охраняемая территория. Дом заселен. Общая площадь - 38м2. 
Отличный двор, хороший подъезд, дружелюбные соседи. Отличный район, чистый,свежий воздух. Рядом школа (прям напротив), садики, супермаркеты, банки, остановки и т. п. Удобная транспортная развязка. СК ""КЖ Групп"". 
Срочная цена: 31000$ 
Тел: 0500001941, 0220001941
","""42.8445""","""74.6431""",https://www.house.kg/details/24863985fdd7eb43ffb19-08131846,
"2-комн. кв., 43 м2","Бишкек, 4 м-н",$ 39 000,3 307 200 сом,$ 907/м2,76 912 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,394,от собственника,панельный,3 этаж из 4,,43 м2,,104 серия,центральное,среднее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 2 ком 4 мкр 104 серии этаж 3/4 не угловая лоджия застекленная 
Цена 39000$ 
Тел 0500001941, 0220001941
","""42.8382""","""74.6262""",https://www.house.kg/details/5783355fdd800f2bfaf7-97565108,
"2-комн. кв., 76 м2","Бишкек, ул. Аалы Токомбаева, 23/1",$ 62 500,5 300 000 сом,$ 822/м2,69 737 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,389,от собственника,монолитный,4 этаж из 9,,76 м2,,элитка,электрическое,евроремонт,,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 2х комнатную квартиру в скандинавском стиле.
Расположение ул.Токомбаева\Сухэ-Батора(за отелем Жаннат)
Площадь: 76м2, 4 этаж из 9 не угловая 
Большой ухоженный двор с детской площадкой.Двор огорожен,
есть охрана24/7 и видеонаблюдение во дворе и в подьезде.
Развитая инфраструктура района!
Цена: 62500$
Тел: 0500001941, 0220001941
","""42.8202""","""74.6164""",https://www.house.kg/details/66512155fe59d0388aab8-63955095,
"1-комн. кв., 46 м2","Бишкек, Кок-Жар ж/м, ул. Молдокулова / ул. Куйручук",$ 26 500,2 247 200 сом,$ 576/м2,48 852 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,397,от агента,"монолитный, 2020 г.",10 этаж из 10,,46 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продаю 1 ком комнатную квартиру! 
Квадратура 46кв.м. 
На 10 этаже из 10 (+тех этаж)
ЖК Фэмили хауз в Кок-Жаре СК Мунара. ПСО, н/у, окна на юг - вид на гор, конец года сдача!! 
Коммуникации централизованная!
Цена 26500$
Все вопросы по тел: 0500001941, 0220001941
","""42.8401""","""74.6438""",https://www.house.kg/details/53837015fe59ed496bd89-74066524,
"1-комн. кв., 45 м2","Бишкек, ул. Ахунбаева, 169/1",$ 35 000,2 968 000 сом,$ 778/м2,65 956 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,317,от агента,"монолитный, 2020 г.",4 этаж из 12,,45 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Срочно продаю 1 комн. квартиру в ЖД «ЗАЛКАР»
45 м2, Этаж 4 из 12, ПСО уже сдан. Все коммуникации центральные, хорошее расположение дома и транспортная развязка. Ахунбаева/Душанбинская.
Рядом вся инфраструктура: школа, садик, БГУ, Политех, универ Манас, кинотеатр Манас и т.д.
Застройщик СК ""Залкар Строй Инжиниринг"", дом «Бизнес» класса.
Цена 35000$
Тел: 0500001941, 0220001941
АманатИнвест
","""42.8438""","""74.5908""",https://www.house.kg/details/62929925fe6c36b48c3e8-62716332,
"2-комн. кв., 50 м2","Бишкек, ул. Харьковская 35",$ 34 500,2 925 600 сом,$ 690/м2,58 512 сом/м2,Добавлено 3 месяца назад,Поднято 29 дней назад,609,от агента,"монолитный, 2019 г.",1 этаж из 5,,50 м2,,элитка,центральное,хорошее,,,,,,,,,,,,,,,,,2.8 м.,,,,,"

                                    Описание от продавца                            
Продаю 2к квартиру (студия)! Квадратура 50м2 на 1 этаже из 5. Новый дом! Застройщик Ихсан! Наружная отделка Сары-Таш! Сдан в эксплуатацию! Тех/паспорт на руках! Квартира с ремонтом! Тёплый пол! Газ! Рассмотрим обмен на авто с доплатой нам! Расположение Фучика/Ж.Жолу (ул.Харьковская 35)
Цена 34500$. 
Все вопросы по телефону: 0500001941, 0220001941

Аманат Инвест
","""42.8873""","""74.5563""",https://www.house.kg/details/16715795fe6c5300dbc49-53769585,
