title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения
"Участок, 8 соток","Бишкек, Рабочий Городок, Купянская 65/Гагарина",$ 95 500,8 098 400 сом,,,Добавлено 1 год назад,Поднято 3 дня назад,598,от собственника,,,,,8 соток,,,,,,,,,,,в городе,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
Срочно продаю участок 8 соток, с домом 115м2, 2016 года постройки. Гостиная, три спальни, ванная с санузлом совмещенная, еще один раздельный санузел, большая кухня. Есть центральная канализация. Отопление газовое и твёрдое топливо! Напротив дома три лицея, школа. Район хороший. Продаю с мебелью и техникой! Прошу 95500$.
","""42.848""","""74.554""",https://www.house.kg/details/47172085e80aba7d83428-93307826,
"1-комн. кв., 45 м2","Бишкек, Фучика/Рыскулова",$ 21 500,1 823 200 сом,$ 478/м2,40 516 сом/м2,Добавлено 1 месяц назад,Поднято 3 дня назад,148,от собственника,"монолитный, 2021 г.",6 этаж из 12,,45 м2,,элитка,автономное,под самоотделку (псо),есть,проводной,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,"видеонаблюдение,                                             кодовый замок,                                             охрана,                                             видеодомофон",,,3 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
*Выгодное предложение* 
 *АКЦИЯ* 
✅СК Эмаком! Начато строительство нового объекта, ЖК Marsal.
✅ПСО начало 2022 г.
✅1к.кв., 44.53м2
✅6 этаж из 9. 
✅Кирпичный дом.
✅Коммуникации центральные, отопление автономное.
✅Красная книга.
✅Территория 1га.
✅Адрес: Фучика/ Рыскулова.
✅Первые три этажа коммерческие.

✅Стоимость всего 480$ за 1м2=21500$.
11500$ наличными, остальную сумму можно в рассрочку на 40 месяцев.
 *Акция продлится до 1 го марта* 
 Звоните:0779123277;0700778710
","""42.8807""","""74.5607""",https://www.house.kg/details/2060706030ceb22c5078-65896881,
"2-комн. кв., 73.1 м2","Бишкек, Азия Молл, Мира/Горького",$ 55 500,4 706 400 сом,$ 759/м2,64 383 сом/м2,Добавлено 3 дня назад,,33,от агента,"кирпичный, 2020 г.",8 этаж из 9,,"73.1 м2, кухня: 20 м2",,элитка,центральное,евроремонт,есть,проводной,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,,пустая,ламинат,3 м.,,,есть,,"

                                    Описание от продавца                            
Срочно продаю 2к.квартиру в районе Азия Молл, 73.1м2, этаж предпоследний. Коммуникации центральные. Техпаспорт есть. Можно переделать в трёшку!
Прошу 55500$
Звоните:0779123277;0700778710
","""42.8579""","""74.5864""",https://www.house.kg/details/825290160584c17456114-90852497,
"3-комн. кв., 58.2 м2","Бишкек, 4 м-н, Донецкая",$ 49 000,4 155 200 сом,$ 842/м2,71 395 сом/м2,Добавлено 3 месяца назад,Поднято 3 дня назад,408,от собственника,"панельный, 1968 г.",4 этаж из 4,,"58.2 м2, жилая: 39.7 м2, кухня: 5.8 м2",,104 серия,центральное,хорошее,есть,adsl,совмещенный,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,,полностью меблирована,ламинат,2.5 м.,,,,,"

                                    Описание от продавца                            
Продам 3ккв 104 с+мебелью+техника.Сроччно, все центральные коммуникации, чисто и аккуратно
","""42.8356""","""74.6253""",https://www.house.kg/details/37876975fe43ac64c84e2-26426137,
"2-комн. кв., 40.5 м2","Бишкек, нарвская/профсоюзов",$ 29 500,2 501 600 сом,$ 728/м2,61 768 сом/м2,Добавлено 2 месяца назад,Поднято 3 дня назад,609,от собственника,"кирпичный, 1968 г.",2 этаж из 2,,"40.5 м2, жилая: 30 м2, кухня: 5.4 м2",,индивид. планировка,центральное,хорошее,есть,adsl,совмещенный,лоджия,бронированная,гараж,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             охрана,                                             кодовый замок",частично меблирована,паркет,2.8 м.,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             кладовка",есть,,,"

                                    Описание от продавца                            
Срочно продаю квартиру 2/2 кирпич дом,  окна пластиковые, дверь новые, уютная квартира
","""42.884""","""74.5272""",https://www.house.kg/details/81843855ffd5c5bddf7f5-11757397,
"1-комн. кв., 18 м2","Бишкек, Восток-5 м-н,  ул, Чуй 117/по Чуй",$ 12 500,1 060 000 сом,$ 694/м2,58 889 сом/м2,Добавлено 1 месяц назад,Поднято 3 дня назад,309,от собственника,кирпичный,5 этаж из 5,,"18 м2, жилая: 18 м2, кухня: 3.8 м2",,малосемейка,центральное,хорошее,есть,,раздельный,нет,деревянная,,,,,,,возможно подключение,,решетки на окнах,пустая,линолеум,2.8 м.,"пластиковые окна,                                             неугловая,                                             кладовка,                                             тихий двор",,,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продаю квартиру 1комната/коридорного типа, подъезде чисто и аккуратно, в центре города, все удобства
","""42.8757""","""74.6289""",https://www.house.kg/details/2153922602793221ca609-88559507,
"3-комн. кв., 100 м2","Бишкек, Верхний Джал м-н, Ул, Курчатова",$ 78 000,6 614 400 сом,$ 780/м2,66 144 сом/м2,Добавлено 3 месяца назад,Поднято 3 дня назад,459,от агента,кирпичный,3 этаж из 10,,"100 м2, жилая: 100 м2, кухня: 12.8 м2",,элитка,центральное,евроремонт,есть,adsl,2 с/у и более,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,частично меблирована,паркет,2.8 м.,,,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продам 3х комн. кв в Джале. 
отопление центральное. 
новый дом
дом огорожен
100 кв метров
детская площадка
тел. 0778482981
","""42.835""","""74.5664""",https://www.house.kg/details/62564375fe37b038528f8-56154801,
"3-комн. кв., 56.6 м2","Бишкек,  ул, Колбаева",$ 41 500,3 519 200 сом,$ 733/м2,62 177 сом/м2,Добавлено 28 дней назад,Поднято 3 дня назад,148,от собственника,"кирпичный, 2010 г.",1 этаж из 5,,"56.6 м2, жилая: 45.1 м2, кухня: 5.8 м2",,индивид. планировка,центральное,хорошее,есть,adsl,совмещенный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,частично меблирована,линолеум,2.8 м.,,,,обмен не предлагать,"

                                    Описание от продавца                            
Продаётся 3ккв,  Ул. Колбаева 1/5, инд, 56,6м2+лоджия, комнаты изолированы, хороший район, рядом всё что нужно все условия для проживания человека:школа, магазины, поликлиники, базар, салон красоты. Срочно торг.
","""42.8772""","""74.6691""",https://www.house.kg/details/6924045603746a1c4d489-71638184,
"3-комн. кв., 188 м2","Бишкек, 12 м-н 57/2",$ 103 400,8 768 320 сом,$ 550/м2,46 640 сом/м2,Добавлено 3 дня назад,,13,от собственника,"кирпичный, 2016 г.",9 этаж из 10,,188 м2,,пентхаус,центральное,под самоотделку (псо),,,2 с/у и более,лоджия,металлическая,,,,,,,магистральный,,,,,,,есть,есть,с доплатой покупателя,"

                                    Описание от продавца                            
Срочно!
Продается или возможен обмен с доплатой в мою сторону, двухуровневая квартира ПСО, на 9и 10/11 этажей.
Рассмотрим ваши предложения
","""42.8127""","""74.6365""",https://www.house.kg/details/9186231605849c1d6bdf2-23627988,
"2-комн. кв., 78 м2","Бишкек, логвиненко 55/фрунзе",$ 52 000,4 409 600 сом,$ 667/м2,56 533 сом/м2,Добавлено 3 дня назад,,61,от собственника,"монолитный, 2017 г.",16 этаж из 17,,78 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,"домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",,,3.2 м.,"пластиковые окна,                                             комнаты изолированы,                                             тихий двор",есть,нет,,"

                                    Описание от продавца                            
Собственник!! срочная цена 52000$ окончательно! можно переделать под 3-ку.,ПСО, дешевле в нашем комплексе не найдете!
","""42.8822""","""74.6003""",https://www.house.kg/details/4689732605849a83a6d03-80690814,
"2-комн. кв., 78 м2","Бишкек, логвиненко 55/фрунзе",$ 52 000,4 409 600 сом,$ 667/м2,56 533 сом/м2,Добавлено 3 дня назад,,63,от собственника,"монолитный, 2017 г.",16 этаж из 17,,78 м2,,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,"домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",,,3.2 м.,"пластиковые окна,                                             комнаты изолированы,                                             тихий двор",есть,нет,,"

                                    Описание от продавца                            
Собственник!! срочная цена 52000$ окончательно! можно переделать под 3-ку.,ПСО, дешевле в нашем комплексе не найдете!
","""42.8822""","""74.6003""",https://www.house.kg/details/4689732605849a83a6d03-80690814,
"1-комн. кв., 46 м2","Бишкек, пр. Ч.Айтматова - Масалиева",$ 36 000,3 052 800 сом,$ 783/м2,66 365 сом/м2,Добавлено 6 дней назад,Поднято 3 дня назад,30,от агента,"монолитный, 2020 г.",7 этаж из 9,,46 м2,,108 серия,автономное,евроремонт,,,,балкон,бронированная,,,,,,,магистральный,,"домофон,                                             видеонаблюдение",частично меблирована,ламинат,2.8 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             встроенная кухня",нет,есть,,"

                                    Описание от продавца                            
1комн.квартира расположена  в экологически чистом районе в ЖК Молодежный Квартал, с Евро ремонтом. Новый кухонный гарнитур. Кафель 100%, обои, ламинат, софиты, натяжной потолок.  не угловая, с кухни балкон. площадь 46 кв.м.  Фасад дома жидкий травертин. Вокруг парки Ынтымак, Южные ворота, беговая и вело дорожки, в шаговой доступности ТЦ Ала Арча. Глобус, кафе и рестораны.  ЦЕНА 36000$  0-755-25-00-80, 0-505-25-00-80 0-220-25-00-80
","""42.8249""","""74.591""",https://www.house.kg/details/4189468605452a1e8c944-37027860,
"1-комн. кв., 46 м2","Бишкек, пр. Ч.Айтматова - Масалиева",$ 36 000,3 052 800 сом,$ 783/м2,66 365 сом/м2,Добавлено 6 дней назад,Поднято 3 дня назад,46,от агента,"монолитный, 2020 г.",6 этаж из 9,,"46 м2, кухня: 12 м2",,108 серия,автономное,евроремонт,,,,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",,ламинат,2.8 м.,"пластиковые окна,                                             новая сантехника,                                             тихий двор",нет,есть,,"

                                    Описание от продавца                            
Вы ищите квартиру вашей мечты ? Тогда срочно приходите за ключами !!!! Адрес Южная Магистраль\Душанбинка. ЖК Молодёжный квартал. Шикарная 1комнатная  квартира 46кв.м. с дизайнерским ремонтом ждет вас !  Турецкие обои, немецкий ламинат, российские двери, дорогая сантехника и керамика!!!! Техпаспорт на руках. ЦЕНА 36000$ Реальным клиентам реальный торг.
","""42.8249""","""74.591""",https://www.house.kg/details/162882760545700edb509-98932627,
"1-комн. кв., 46 м2","Бишкек, пр. Ч.Айтматова - Масалиева",$ 36 000,3 052 800 сом,$ 783/м2,66 365 сом/м2,Добавлено 6 дней назад,Поднято 3 дня назад,37,от агента,"монолитный, 2022 г.",6 этаж из 9,,"46 м2, кухня: 12 м2",,108 серия,автономное,евроремонт,возможно подключение,,,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",,ламинат,2.8 м.,"пластиковые окна,                                             новая сантехника",,,,"

                                    Описание от продавца                            
Вы ищите квартиру вашей мечты ? Тогда срочно приходите за ключами !!!! Адрес Южная Магистраль\Душанбинка. ЖК Молодёжный квартал. Шикарная 1комнатная  квартира 46кв.м. с дизайнерским ремонтом ждет вас !  Турецкие обои, немецкий ламинат, российские двери, дорогая сантехника и керамика!!!! Техпаспорт на руках. ЦЕНА 36000$ Реальным клиентам реальный торг.
","""42.8249""","""74.591""",https://www.house.kg/details/69394196054591bbe5528-70333205,
"1-комн. кв., 40 м2","Бишкек, 12 м-н",$ 32 500,2 756 000 сом,$ 813/м2,68 900 сом/м2,Добавлено 6 дней назад,Поднято 3 дня назад,26,от агента,панельный,9 этаж из 9,,40 м2,,106 серия,центральное,среднее,,проводной,совмещенный,,,,,,,,,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
1 к.кв, 
106 серия на 9 этаже, 
в 12 мкр, 
цена 32500$ 
0-555-08-70-77, 0-220-25-00-80, 0-508-08-70-77 
#купитьдом #купитьжильебишкек #купитьквартиру #квартирабишкек #недвижимость #недвижимостьбишкек #жилье #дом  #АН #АНSweethome
","""42.8173""","""74.6361""",https://www.house.kg/details/723401360547a6a8a3677-23723444,
"3-комн. кв., 124 м2","Бишкек, ул. Уметалиева / ул. Киевская",$ 122 000,10 345 600 сом,$ 984/м2,83 432 сом/м2,Добавлено 6 дней назад,Поднято 3 дня назад,23,от агента,"монолитный, 2018 г.",5 этаж из 14,,"124 м2, кухня: 16 м2",,элитка,центральное,евроремонт,есть,проводной,2 с/у и более,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
S=124кв.м. Застройщик Бишкек курулуш    5 квартир на площадке.	Все коммуникации центральные, двор огорожен, кухня 16 м.кв, Витражные окна на лоджии 1я с кухня+зал, 2я спальная+детская, вид с окон на юг и запад, 2 сан узла, ламинат в комнатах, кафель на кухне,  остается частично мебель и техника. подземный паркинг
","""42.8749""","""74.5815""",https://www.house.kg/details/338272860548bca585f06-38340478,
"1-комн. кв., 34 м2","Бишкек, Тунгуч м-н",$ 25 000,2 120 000 сом,$ 735/м2,62 353 сом/м2,Добавлено 5 месяцев назад,Поднято 3 дня назад,146,от агента,панельный,9 этаж из 9,,34 м2,,105 серия,центральное,,,,,лоджия,,,,,,,,,,,пустая,линолеум,,,,,,"

                                    Описание от продавца                            
Продаю 1 к кв., мкр Тунгуч 105 серии, 9 этаж. 

Цена 25 000 $  
 
0-778-08-70-77
0-755-25-70-77, 
0-508-08-70-77
","""42.8526""","""74.6907""",https://www.house.kg/details/36163095f9fc0525b5e68-85727756,
"1-комн. кв., 36 м2","Бишкек, 9 м-н",$ 33 000,2 798 400 сом,$ 917/м2,77 733 сом/м2,Добавлено 6 месяцев назад,Поднято 3 дня назад,545,от агента,панельный,4 этаж из 9,,36 м2,,106 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 1 комнатная квартира с 2 расширенными лоджиями,не угловая, на 4 этаже, 106 серии, с новой сантехникой, частично с мебелью, район Суванбердиева/ Ж.Пудовкина  
цена: 33000 $       
0-505-25-00-50     
0-755-25-00-80
","""42.8349""","""74.6046""",https://www.house.kg/details/71121355f61d123aeb257-72787411,
"3-комн. кв., 61 м2","Бишкек, 6 м-н",$ 48 700,4 129 760 сом,$ 798/м2,67 701 сом/м2,Добавлено 3 дня назад,,9,от собственника,панельный,9 этаж из 9,,61 м2,,105 серия,центральное,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаю 3 комнатную квартиру 105 серии 
6 микрорайон 
Карла Маркса / Сухе-Батора
Дом одноподъездный, 9 этаж из 9
Площадь 61 М2 
Две лоджии , окна Юг/Север , красивый вид
3 квартиры на площадке
Цена 48 700 $
","""42.8255""","""74.6232""",https://www.house.kg/details/26277536058468a86ccc9-21016371,
"Дом, 5-комн., 80 м2","Бишкек, Ак-Босого ж/м",$ 43 000,3 646 400 сом,$ 538/м2,45 580 сом/м2,Добавлено 3 месяца назад,Поднято 3 дня назад,332,от собственника,кирпичный,,1,"80 м2, жилая: 80 м2, кухня: 13 м2",7 соток,,,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
продается дом 4 ком + времянка большой огород,  7 соток, не далеко от остановки 1-2минут вода свет газ тапчан, центр канализация проводят. торг уместен.имеется хоз постройки.
","""42.9405""","""74.5982""",https://www.house.kg/details/98551385ff971c0be9292-69968850,
"Дом, 5-комн., 80 м2","Бишкек, Ак-Босого ж/м",$ 43 000,3 646 400 сом,$ 538/м2,45 580 сом/м2,Добавлено 3 месяца назад,Поднято 3 дня назад,334,от собственника,кирпичный,,1,"80 м2, жилая: 80 м2, кухня: 13 м2",7 соток,,,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
продается дом 4 ком + времянка большой огород,  7 соток, не далеко от остановки 1-2минут вода свет газ тапчан, центр канализация проводят. торг уместен.имеется хоз постройки.
","""42.9405""","""74.5982""",https://www.house.kg/details/98551385ff971c0be9292-69968850,
"1-комн. кв., 32 м2","Бишкек, Площадь Победы",$ 29 500,2 501 600 сом,$ 922/м2,78 175 сом/м2,Добавлено 3 дня назад,,15,от агента,панельный,4 этаж из 5,,"32 м2, жилая: 18 м2, кухня: 5.8 м2",,104 серия,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаем 1 к.кв 104 серии на Фрунзе/Гоголя, этаж 4 в 5 эт.доме, не угловая, состояние среднее, все коммуникации центральные, дом панельно-керамзитный, теплая квартира, цена 29500$ 0555333485
","""42.8809""","""74.6188""",https://www.house.kg/details/2810852605843136bc8c6-02481222,
"Участок, 8 соток","Бишкек, 7 м-н",$ 150 000,12 720 000 сом,,,Добавлено 3 месяца назад,Поднято 3 дня назад,919,от агента,,,,,8 соток,,,,,,,,,,,в городе,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продаю элитный участок в 7микр.Хорошая инфраструктура.Южная магистраль рядом. Маркет ""Глобус"".Школы садики.Новая Мечеть.Экологический чистый район.Красная книга.
","""42.8263""","""74.6198""",https://www.house.kg/details/41480395fe22ae1c0f866-88924759,
